Tools	Port 1: NDI 8700449  s/n:3532DC02	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	Port 2: NDI 8700339  s/n:34801403	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz
2	Port 1: NDI 8700449  s/n:3532DC02	1028402500	1	OK	0.8654894	-0.2481008	-0.3941028	-0.1845457	-157.524	145.137	-1144.481	0.255776	4	OK	-157.595	145.144	-1144.723	OK	-150.331	200.07	-1141.259	OK	-210.077	196.333	-1094.262	OK	-196.532	136.944	-1114.203	Port 2: NDI 8700339  s/n:34801403	1028402500	1	OK	0.5798789	0.7462376	-0.2709331	0.1829348	-46.232	-35.804	-1244.784	0.1666181	4	OK	-46.354	-35.67	-1244.798	OK	-65.344	-80.559	-1233.592	OK	-49.966	-120.746	-1267.778	OK	-20.547	-66.867	-1289.179
2	Port 1: NDI 8700449  s/n:3532DC02	1028402503	1	OK	0.8653412	-0.248684	-0.3939343	-0.1848152	-157.352	145.384	-1144.164	0.2446548	4	OK	-157.415	145.393	-1144.393	OK	-150.1	200.312	-1140.999	OK	-209.835	196.675	-1093.964	OK	-196.371	137.253	-1113.878	Port 2: NDI 8700339  s/n:34801403	1028402503	1	OK	0.5801218	0.7460206	-0.2713376	0.1824499	-46.286	-35.754	-1244.367	0.1628359	4	OK	-46.412	-35.617	-1244.357	OK	-65.461	-80.473	-1233.169	OK	-50.137	-120.697	-1267.335	OK	-20.654	-66.871	-1288.783
2	Port 1: NDI 8700449  s/n:3532DC02	1028402506	1	OK	0.8652523	-0.249329	-0.3937183	-0.1848228	-157.029	145.621	-1143.732	0.2528996	4	OK	-157.093	145.629	-1143.971	OK	-149.745	200.544	-1140.619	OK	-209.452	197.01	-1093.564	OK	-196.03	137.546	-1113.412	Port 2: NDI 8700339  s/n:34801403	1028402506	1	OK	0.581272	0.7452169	-0.2713149	0.1821067	-46.214	-35.82	-1243.771	0.1628792	4	OK	-46.333	-35.685	-1243.771	OK	-65.431	-80.501	-1232.459	OK	-50.195	-120.806	-1266.515	OK	-20.664	-67.069	-1288.125
2	Port 1: NDI 8700449  s/n:3532DC02	1028402509	1	OK	0.8654461	-0.2499464	-0.3931358	-0.1843205	-156.656	145.686	-1143.172	0.2391989	4	OK	-156.718	145.693	-1143.4	OK	-149.363	200.624	-1140.153	OK	-209.01	197.116	-1092.966	OK	-195.618	137.64	-1112.783	Port 2: NDI 8700339  s/n:34801403	1028402509	1	OK	0.5822491	0.7447022	-0.2711929	0.1812708	-46.105	-35.983	-1243.162	0.1566776	4	OK	-46.227	-35.851	-1243.154	OK	-65.376	-80.618	-1231.734	OK	-50.247	-121.001	-1265.754	OK	-20.663	-67.337	-1287.528
2	Port 1: NDI 8700449  s/n:3532DC02	1028402512	1	OK	0.8652727	-0.2502756	-0.3930869	-0.1847918	-156.515	145.808	-1142.75	0.2524743	4	OK	-156.583	145.816	-1142.989	OK	-149.162	200.738	-1139.73	OK	-208.812	197.313	-1092.581	OK	-195.484	137.813	-1112.355	Port 2: NDI 8700339  s/n:34801403	1028402512	1	OK	0.5822904	0.7445655	-0.2716677	0.1809883	-46.198	-35.989	-1242.764	0.1639121	4	OK	-46.319	-35.854	-1242.764	OK	-65.509	-80.601	-1231.348	OK	-50.432	-121.002	-1265.374	OK	-20.794	-67.371	-1287.11
2	Port 1: NDI 8700449  s/n:3532DC02	1028402515	1	OK	0.8652418	-0.250633	-0.3929509	-0.1847414	-156.385	145.843	-1142.468	0.2538141	4	OK	-156.448	145.854	-1142.712	OK	-149.015	200.767	-1139.485	OK	-208.652	197.393	-1092.31	OK	-195.347	137.881	-1112.05	Port 2: NDI 8700339  s/n:34801403	1028402515	1	OK	0.5825393	0.7444076	-0.2716011	0.1809366	-46.132	-36.04	-1242.384	0.1671184	4	OK	-46.257	-35.901	-1242.39	OK	-65.445	-80.645	-1230.927	OK	-50.385	-121.065	-1264.953	OK	-20.738	-67.452	-1286.716
2	Port 1: NDI 8700449  s/n:3532DC02	1028402518	1	OK	0.8651118	-0.250601	-0.3931169	-0.1850402	-156.375	145.85	-1142.303	0.2418059	4	OK	-156.439	145.857	-1142.53	OK	-148.983	200.775	-1139.317	OK	-208.645	197.416	-1092.157	OK	-195.358	137.899	-1111.923	Port 2: NDI 8700339  s/n:34801403	1028402518	1	OK	0.5825801	0.744211	-0.2719949	0.1810228	-46.161	-36.093	-1242.155	0.1615139	4	OK	-46.277	-35.963	-1242.168	OK	-65.513	-80.688	-1230.705	OK	-50.451	-121.119	-1264.703	OK	-20.761	-67.519	-1286.462
2	Port 1: NDI 8700449  s/n:3532DC02	1028402521	1	OK	0.8649012	-0.250353	-0.3933758	-0.1858082	-156.475	145.9	-1142.196	0.2519562	4	OK	-156.544	145.913	-1142.435	OK	-149.024	200.812	-1139.148	OK	-208.744	197.481	-1092.073	OK	-195.497	137.964	-1111.853	Port 2: NDI 8700339  s/n:34801403	1028402521	1	OK	0.5821609	0.7443559	-0.2724227	0.181132	-46.296	-36.012	-1242.102	0.1605377	4	OK	-46.415	-35.885	-1242.112	OK	-65.669	-80.614	-1230.709	OK	-50.592	-121.009	-1264.725	OK	-20.865	-67.407	-1286.42
2	Port 1: NDI 8700449  s/n:3532DC02	1028402524	1	OK	0.8649388	-0.2499653	-0.3935078	-0.1858759	-156.483	145.838	-1142.056	0.2575808	4	OK	-156.555	145.848	-1142.299	OK	-149.051	200.749	-1138.96	OK	-208.783	197.37	-1091.922	OK	-195.51	137.872	-1111.73	Port 2: NDI 8700339  s/n:34801403	1028402524	1	OK	0.5815696	0.7447957	-0.2724701	0.1811522	-46.19	-35.937	-1242.073	0.1635339	4	OK	-46.308	-35.802	-1242.084	OK	-65.548	-80.554	-1230.744	OK	-50.441	-120.916	-1264.829	OK	-20.742	-67.265	-1286.421
2	Port 1: NDI 8700449  s/n:3532DC02	1028402527	1	OK	0.8649914	-0.2493807	-0.3935972	-0.186227	-156.538	145.872	-1141.972	0.2527592	4	OK	-156.607	145.881	-1142.21	OK	-149.104	200.78	-1138.806	OK	-208.86	197.345	-1091.794	OK	-195.583	137.872	-1111.682	Port 2: NDI 8700339  s/n:34801403	1028402527	1	OK	0.581079	0.7450225	-0.2728706	0.1811915	-46.204	-35.82	-1242.108	0.164228	4	OK	-46.326	-35.679	-1242.099	OK	-65.582	-80.441	-1230.853	OK	-50.458	-120.776	-1264.956	OK	-20.731	-67.112	-1286.485
2	Port 1: NDI 8700449  s/n:3532DC02	1028402530	1	OK	0.8649489	-0.2491038	-0.3936426	-0.186698	-156.671	146.153	-1141.829	0.2483386	4	OK	-156.736	146.161	-1142.064	OK	-149.208	201.054	-1138.619	OK	-208.986	197.619	-1091.628	OK	-195.736	138.151	-1111.568	Port 2: NDI 8700339  s/n:34801403	1028402530	1	OK	0.5809474	0.7449511	-0.2733729	0.1811496	-46.41	-35.57	-1241.993	0.165389	4	OK	-46.529	-35.437	-1241.993	OK	-65.824	-80.179	-1230.771	OK	-50.718	-120.512	-1264.869	OK	-20.941	-66.863	-1286.353
2	Port 1: NDI 8700449  s/n:3532DC02	1028402533	1	OK	0.8653228	-0.2492165	-0.3928594	-0.1864647	-156.688	146.462	-1141.411	0.2436862	4	OK	-156.751	146.471	-1141.643	OK	-149.215	201.366	-1138.218	OK	-208.918	197.912	-1091.107	OK	-195.706	138.453	-1111.078	Port 2: NDI 8700339  s/n:34801403	1028402533	1	OK	0.5818071	0.7445053	-0.2735802	0.1799063	-46.753	-35.486	-1241.729	0.1674007	4	OK	-46.87	-35.345	-1241.729	OK	-66.248	-80.04	-1230.421	OK	-51.3	-120.444	-1264.511	OK	-21.444	-66.885	-1286.101
2	Port 1: NDI 8700449  s/n:3532DC02	1028402536	1	OK	0.8647394	-0.249736	-0.393561	-0.186996	-156.896	147.026	-1140.976	0.2574805	4	OK	-156.97	147.039	-1141.214	OK	-149.375	201.917	-1137.807	OK	-209.143	198.599	-1090.831	OK	-195.961	139.093	-1110.7	Port 2: NDI 8700339  s/n:34801403	1028402536	1	OK	0.5835978	0.7433713	-0.2744715	0.1774205	-47.448	-35.686	-1241.488	0.1645155	4	OK	-47.569	-35.557	-1241.483	OK	-67.148	-80.112	-1230.025	OK	-52.542	-120.659	-1264.041	OK	-22.446	-67.32	-1285.882
2	Port 1: NDI 8700449  s/n:3532DC02	1028402539	1	OK	0.8642841	-0.2505491	-0.3940169	-0.1870531	-157.281	147.457	-1140.729	0.2590313	4	OK	-157.353	147.466	-1140.973	OK	-149.722	202.351	-1137.648	OK	-209.54	199.155	-1090.719	OK	-196.378	139.602	-1110.469	Port 2: NDI 8700339  s/n:34801403	1028402539	1	OK	0.5853553	0.7423504	-0.2750552	0.1749848	-48.155	-36.033	-1241.24	0.1631872	4	OK	-48.277	-35.898	-1241.247	OK	-68.04	-80.329	-1229.574	OK	-53.741	-121.04	-1263.604	OK	-23.459	-67.89	-1285.649
2	Port 1: NDI 8700449  s/n:3532DC02	1028402542	1	OK	0.8641711	-0.2514529	-0.3936266	-0.1871838	-157.628	147.644	-1140.724	0.2684254	4	OK	-157.697	147.654	-1140.987	OK	-149.995	202.533	-1137.721	OK	-209.789	199.468	-1090.746	OK	-196.712	139.879	-1110.403	Port 2: NDI 8700339  s/n:34801403	1028402542	1	OK	0.5867621	0.7413322	-0.2756875	0.1735889	-49.005	-36.393	-1241.057	0.1619189	4	OK	-49.126	-36.253	-1241.069	OK	-69.037	-80.593	-1229.238	OK	-54.935	-121.428	-1263.226	OK	-24.499	-68.447	-1285.438
2	Port 1: NDI 8700449  s/n:3532DC02	1028402545	1	OK	0.8637943	-0.2523113	-0.393549	-0.1879298	-158.203	147.795	-1140.936	0.2580388	4	OK	-158.263	147.806	-1141.192	OK	-150.455	202.662	-1137.998	OK	-210.27	199.791	-1091.01	OK	-197.312	140.147	-1110.627	Port 2: NDI 8700339  s/n:34801403	1028402545	1	OK	0.5877462	0.7402805	-0.2766591	0.1732016	-49.926	-36.711	-1240.847	0.1582774	4	OK	-50.046	-36.575	-1240.856	OK	-70.09	-80.826	-1228.943	OK	-56.086	-121.777	-1262.831	OK	-25.491	-68.924	-1285.155
2	Port 1: NDI 8700449  s/n:3532DC02	1028402548	1	OK	0.8632057	-0.2528691	-0.3943653	-0.1881734	-158.946	147.777	-1141.041	0.2558334	4	OK	-159.016	147.783	-1141.285	OK	-151.168	202.651	-1138.165	OK	-211.06	199.87	-1091.283	OK	-198.108	140.201	-1110.799	Port 2: NDI 8700339  s/n:34801403	1028402548	1	OK	0.5881648	0.7395509	-0.2775198	0.1735204	-50.757	-36.978	-1240.632	0.1643932	4	OK	-50.877	-36.841	-1240.645	OK	-70.992	-81.046	-1228.706	OK	-57.007	-122.063	-1262.514	OK	-26.311	-69.291	-1284.844
2	Port 1: NDI 8700449  s/n:3532DC02	1028402551	1	OK	0.8628222	-0.2529992	-0.3949326	-0.1885668	-159.723	147.9	-1141.035	0.2455842	4	OK	-159.784	147.906	-1141.275	OK	-151.907	202.77	-1138.178	OK	-211.882	200.043	-1091.356	OK	-198.94	140.357	-1110.851	Port 2: NDI 8700339  s/n:34801403	1028402551	1	OK	0.5881075	0.7391473	-0.2785129	0.1738432	-51.551	-37.016	-1240.388	0.1676608	4	OK	-51.671	-36.875	-1240.395	OK	-71.86	-81.052	-1228.502	OK	-57.872	-122.104	-1262.26	OK	-27.074	-69.372	-1284.545
2	Port 1: NDI 8700449  s/n:3532DC02	1028402554	1	OK	0.8627975	-0.2528891	-0.3948302	-0.1890414	-160.141	148.312	-1140.629	0.2587433	4	OK	-160.201	148.319	-1140.885	OK	-152.288	203.167	-1137.724	OK	-212.265	200.473	-1090.934	OK	-199.363	140.781	-1110.444	Port 2: NDI 8700339  s/n:34801403	1028402554	1	OK	0.5890241	0.7383183	-0.2793777	0.1728722	-52.295	-36.954	-1239.9	0.1657541	4	OK	-52.413	-36.81	-1239.909	OK	-72.743	-80.909	-1227.927	OK	-58.902	-122.055	-1261.643	OK	-27.945	-69.452	-1284.029
2	Port 1: NDI 8700449  s/n:3532DC02	1028402557	1	OK	0.8627855	-0.2527658	-0.3949662	-0.1889772	-160.499	149.147	-1139.509	0.2662592	4	OK	-160.57	149.154	-1139.77	OK	-152.661	204.006	-1136.588	OK	-212.649	201.289	-1089.831	OK	-199.718	141.603	-1109.329	Port 2: NDI 8700339  s/n:34801403	1028402557	1	OK	0.591408	0.7368126	-0.2801346	0.169907	-53.17	-36.89	-1239.132	0.1673552	4	OK	-53.284	-36.755	-1239.151	OK	-73.833	-80.68	-1226.932	OK	-60.409	-122.015	-1260.552	OK	-29.221	-69.68	-1283.241
2	Port 1: NDI 8700449  s/n:3532DC02	1028402560	1	OK	0.8623435	-0.2529224	-0.3963411	-0.1879035	-161.229	150.705	-1137.873	0.2444775	4	OK	-161.295	150.711	-1138.105	OK	-153.519	205.592	-1135.06	OK	-213.599	202.813	-1088.388	OK	-200.505	143.129	-1107.784	Port 2: NDI 8700339  s/n:34801403	1028402560	1	OK	0.5960497	0.7340147	-0.2813477	0.1636786	-54.554	-36.979	-1237.912	0.1606968	4	OK	-54.666	-36.845	-1237.924	OK	-75.646	-80.436	-1225.241	OK	-63.037	-122.136	-1258.719	OK	-31.419	-70.333	-1282.05
2	Port 1: NDI 8700449  s/n:3532DC02	1028402563	1	OK	0.8624065	-0.2525676	-0.3965183	-0.1877177	-161.708	152.941	-1135.753	0.2596084	4	OK	-161.776	152.951	-1136.007	OK	-154.037	207.827	-1132.899	OK	-214.133	204.997	-1086.271	OK	-200.983	145.319	-1105.661	Port 2: NDI 8700339  s/n:34801403	1028402563	1	OK	0.6030059	0.7287974	-0.2850808	0.1548132	-56.847	-37.211	-1236.198	0.1671827	4	OK	-56.952	-37.074	-1236.214	OK	-78.707	-80.076	-1222.869	OK	-67.356	-122.377	-1256.036	OK	-34.924	-71.498	-1280.212
2	Port 1: NDI 8700449  s/n:3532DC02	1028402566	1	OK	0.8617172	-0.2537515	-0.3974901	-0.1872307	-162.18	155.821	-1133.297	0.2502178	4	OK	-162.247	155.826	-1133.541	OK	-154.519	210.721	-1130.614	OK	-214.689	208.022	-1084.052	OK	-201.502	148.292	-1103.252	Port 2: NDI 8700339  s/n:34801403	1028402566	1	OK	0.6118739	0.722059	-0.2886073	0.1447307	-59.429	-37.398	-1233.867	0.1683257	4	OK	-59.535	-37.265	-1233.905	OK	-82.12	-79.536	-1219.609	OK	-72.234	-122.552	-1252.351	OK	-38.918	-72.81	-1277.664
2	Port 1: NDI 8700449  s/n:3532DC02	1028402569	1	OK	0.8623076	-0.2548217	-0.3956182	-0.1870233	-161.812	158.42	-1130.488	0.2503059	4	OK	-161.877	158.428	-1130.727	OK	-154.078	213.309	-1127.892	OK	-214.045	210.732	-1081.076	OK	-201.018	150.974	-1100.272	Port 2: NDI 8700339  s/n:34801403	1028402569	1	OK	0.6212533	0.7147613	-0.2916597	0.134519	-62.073	-37.639	-1231.141	0.1591283	4	OK	-62.178	-37.509	-1231.167	OK	-85.557	-78.997	-1215.896	OK	-77.161	-122.734	-1248.076	OK	-43.034	-74.208	-1274.679
2	Port 1: NDI 8700449  s/n:3532DC02	1028402572	1	OK	0.8634231	-0.2560857	-0.3925559	-0.1866028	-161.468	160.903	-1127.445	0.2529685	4	OK	-161.537	160.911	-1127.693	OK	-153.626	215.79	-1124.948	OK	-213.294	213.323	-1077.721	OK	-200.482	153.533	-1096.942	Port 2: NDI 8700339  s/n:34801403	1028402572	1	OK	0.6307586	0.7069757	-0.2949472	0.1238351	-65.031	-38.042	-1228.112	0.1669091	4	OK	-65.136	-37.906	-1228.159	OK	-89.307	-78.552	-1211.837	OK	-82.489	-122.985	-1243.455	OK	-47.558	-75.773	-1271.302
2	Port 1: NDI 8700449  s/n:3532DC02	1028402575	1	OK	0.8627697	-0.2570587	-0.3934914	-0.1863163	-162.078	163.646	-1124.555	0.2632675	4	OK	-162.147	163.655	-1124.817	OK	-154.245	218.524	-1122.175	OK	-213.988	216.205	-1075.053	OK	-201.128	156.361	-1094.093	Port 2: NDI 8700339  s/n:34801403	1028402575	1	OK	0.6410048	0.6980482	-0.2987863	0.1121087	-68.307	-38.785	-1225.008	0.163615	4	OK	-68.398	-38.657	-1225.078	OK	-93.454	-78.307	-1207.613	OK	-88.365	-123.461	-1238.545	OK	-52.576	-77.735	-1267.762
2	Port 1: NDI 8700449  s/n:3532DC02	1028402578	1	OK	0.8640446	-0.256556	-0.3906557	-0.1870671	-162.193	165.911	-1121.662	0.2481206	4	OK	-162.26	165.921	-1121.904	OK	-154.242	220.773	-1119.165	OK	-213.735	218.406	-1071.708	OK	-201.102	158.602	-1091.03	Port 2: NDI 8700339  s/n:34801403	1028402578	1	OK	0.6509867	0.6881599	-0.3046661	0.0991505	-72.204	-39.938	-1222.206	0.1560027	4	OK	-72.294	-39.806	-1222.256	OK	-98.384	-78.303	-1203.775	OK	-95.229	-124.12	-1233.934	OK	-58.38	-80.124	-1264.502
2	Port 1: NDI 8700449  s/n:3532DC02	1028402581	1	OK	0.8640859	-0.2562064	-0.3905351	-0.1876068	-162.769	168.685	-1118.996	0.2505368	4	OK	-162.834	168.697	-1119.245	OK	-154.777	223.537	-1116.437	OK	-214.286	221.164	-1068.995	OK	-201.691	161.366	-1088.373	Port 2: NDI 8700339  s/n:34801403	1028402581	1	OK	0.6617473	0.676598	-0.3114404	0.0855018	-76.539	-40.975	-1219.263	0.1694589	4	OK	-76.618	-40.846	-1219.354	OK	-103.812	-77.994	-1199.671	OK	-102.759	-124.48	-1228.966	OK	-64.803	-82.46	-1260.874
2	Port 1: NDI 8700449  s/n:3532DC02	1028402584	1	OK	0.8638422	-0.2566782	-0.3903136	-0.1885423	-163.267	172.074	-1116.279	0.2504154	4	OK	-163.332	172.084	-1116.528	OK	-155.153	226.91	-1113.727	OK	-214.676	224.668	-1066.289	OK	-202.209	164.847	-1085.658	Port 2: NDI 8700339  s/n:34801403	1028402584	1	OK	0.6726202	0.6642281	-0.3184163	0.0706697	-80.998	-41.729	-1216.329	0.1628792	4	OK	-81.073	-41.599	-1216.426	OK	-109.378	-77.254	-1195.524	OK	-110.558	-124.329	-1223.89	OK	-71.514	-84.483	-1257.259
2	Port 1: NDI 8700449  s/n:3532DC02	1028402587	1	OK	0.8654036	-0.2557889	-0.3866767	-0.1900785	-162.711	174.886	-1113.779	0.2485123	4	OK	-162.771	174.893	-1114.026	OK	-154.409	229.68	-1111.011	OK	-213.628	227.4	-1063.201	OK	-201.48	167.642	-1082.951	Port 2: NDI 8700339  s/n:34801403	1028402587	1	OK	0.6832581	0.6510215	-0.3258709	0.056014	-85.387	-42.486	-1213.544	0.1740965	4	OK	-85.455	-42.356	-1213.672	OK	-114.84	-76.422	-1191.548	OK	-118.292	-123.985	-1218.897	OK	-78.187	-86.431	-1253.654
2	Port 1: NDI 8700449  s/n:3532DC02	1028402590	1	OK	0.8658943	-0.2547504	-0.3862163	-0.1901743	-162.322	177.231	-1111.875	0.2525676	4	OK	-162.387	177.242	-1112.127	OK	-154.048	232.023	-1108.982	OK	-213.234	229.605	-1061.142	OK	-201.062	169.882	-1081.029	Port 2: NDI 8700339  s/n:34801403	1028402590	1	OK	0.6935416	0.6383303	-0.3313048	0.0420899	-89.146	-43.239	-1210.854	0.1869374	4	OK	-89.213	-43.111	-1211.006	OK	-119.414	-75.633	-1187.657	OK	-124.994	-123.611	-1213.977	OK	-84.163	-88.236	-1250.105
2	Port 1: NDI 8700449  s/n:3532DC02	1028402593	1	OK	0.865189	-0.2537449	-0.3882467	-0.1905936	-162.449	179.313	-1110.758	0.2502511	4	OK	-162.511	179.321	-1111.008	OK	-154.235	234.111	-1107.778	OK	-213.64	231.596	-1060.212	OK	-201.327	171.91	-1080.104	Port 2: NDI 8700339  s/n:34801403	1028402593	1	OK	0.702304	0.6268251	-0.3361444	0.0294347	-92.442	-43.987	-1208.958	0.16395	4	OK	-92.505	-43.857	-1209.078	OK	-123.413	-74.965	-1184.747	OK	-130.877	-123.193	-1210.054	OK	-89.456	-89.838	-1247.492
2	Port 1: NDI 8700449  s/n:3532DC02	1028402596	1	OK	0.8641474	-0.2516985	-0.3913218	-0.1917405	-162.832	181.046	-1110.309	0.2540751	4	OK	-162.899	181.055	-1110.557	OK	-154.688	235.84	-1107.112	OK	-214.435	233.151	-1060.012	OK	-201.926	173.53	-1079.97	Port 2: NDI 8700339  s/n:34801403	1028402596	1	OK	0.7092393	0.6162622	-0.3418532	0.0183544	-95.635	-44.566	-1207.837	0.1730259	4	OK	-95.695	-44.432	-1207.969	OK	-127.265	-74.211	-1182.842	OK	-136.449	-122.582	-1207.318	OK	-94.436	-91.081	-1245.635
2	Port 1: NDI 8700449  s/n:3532DC02	1028402599	1	OK	0.863979	-0.2494473	-0.3924794	-0.1930705	-162.866	182.576	-1110.045	0.2546051	4	OK	-162.932	182.586	-1110.291	OK	-154.737	237.355	-1106.575	OK	-214.649	234.461	-1059.709	OK	-202.07	174.93	-1079.884	Port 2: NDI 8700339  s/n:34801403	1028402599	1	OK	0.7149805	0.6067766	-0.3472218	0.0078791	-98.457	-45	-1207.251	0.1737884	4	OK	-98.51	-44.859	-1207.387	OK	-130.696	-73.408	-1181.564	OK	-141.443	-121.822	-1205.343	OK	-98.899	-92.026	-1244.456
2	Port 1: NDI 8700449  s/n:3532DC02	1028402602	1	OK	0.8646958	-0.2475331	-0.3922975	-0.1926943	-162.137	183.732	-1109.616	0.2612802	4	OK	-162.205	183.747	-1109.87	OK	-154.132	238.518	-1105.956	OK	-214.022	235.32	-1059.094	OK	-201.316	175.885	-1079.459	Port 2: NDI 8700339  s/n:34801403	1028402602	1	OK	0.7211861	0.5975651	-0.3504282	-0.0025768	-100.426	-45.554	-1206.617	0.1697021	4	OK	-100.478	-45.411	-1206.745	OK	-133.053	-72.786	-1180.157	OK	-145.309	-121.226	-1203.145	OK	-102.515	-93.051	-1243.19
2	Port 1: NDI 8700449  s/n:3532DC02	1028402605	1	OK	0.8667495	-0.245139	-0.3897295	-0.1917368	-160.439	184.724	-1109.06	0.2638337	4	OK	-160.497	184.737	-1109.327	OK	-152.582	239.508	-1105.146	OK	-212.205	235.888	-1057.964	OK	-199.424	176.597	-1078.723	Port 2: NDI 8700339  s/n:34801403	1028402605	1	OK	0.7283523	0.5875628	-0.3522654	-0.0134903	-101.793	-46.073	-1205.866	0.1703048	4	OK	-101.835	-45.931	-1206.002	OK	-134.678	-72.084	-1178.487	OK	-148.477	-120.534	-1200.527	OK	-105.629	-94.046	-1241.661
2	Port 1: NDI 8700449  s/n:3532DC02	1028402608	1	OK	0.8675079	-0.2438581	-0.3893211	-0.1907679	-158.539	186.403	-1108.422	0.2567571	4	OK	-158.603	186.417	-1108.674	OK	-150.826	241.205	-1104.416	OK	-210.378	237.313	-1057.156	OK	-197.464	178.109	-1078.058	Port 2: NDI 8700339  s/n:34801403	1028402608	1	OK	0.7360473	0.5761457	-0.3544226	-0.0259837	-102.795	-46.377	-1204.757	0.1826294	4	OK	-102.842	-46.24	-1204.912	OK	-135.923	-70.974	-1176.349	OK	-151.481	-119.362	-1197.354	OK	-108.604	-94.812	-1239.659
2	Port 1: NDI 8700449  s/n:3532DC02	1028402611	1	OK	0.8692857	-0.2409439	-0.3875656	-0.1899508	-155.737	188.117	-1107.943	0.2615356	4	OK	-155.802	188.131	-1108.201	OK	-148.199	242.926	-1103.634	OK	-207.559	238.539	-1056.188	OK	-194.522	179.501	-1077.477	Port 2: NDI 8700339  s/n:34801403	1028402611	1	OK	0.7441424	0.5628054	-0.3577642	-0.0388189	-103.982	-46.189	-1203.504	0.1780329	4	OK	-104.024	-46.055	-1203.657	OK	-137.398	-69.153	-1174.089	OK	-154.82	-117.419	-1193.836	OK	-111.9	-95.089	-1237.319
2	Port 1: NDI 8700449  s/n:3532DC02	1028402614	1	OK	0.87143	-0.2372675	-0.3849597	-0.1900524	-152.63	190.311	-1107.448	0.2602624	4	OK	-152.696	190.319	-1107.7	OK	-145.206	245.097	-1102.705	OK	-204.313	240.182	-1055.019	OK	-191.243	181.355	-1076.885	Port 2: NDI 8700339  s/n:34801403	1028402614	1	OK	0.7522916	0.5479478	-0.3620002	-0.0525965	-105.316	-45.481	-1202.065	0.1820352	4	OK	-105.354	-45.342	-1202.218	OK	-139.036	-66.601	-1171.6	OK	-158.455	-114.64	-1190.026	OK	-115.494	-94.801	-1234.696
2	Port 1: NDI 8700449  s/n:3532DC02	1028402617	1	OK	0.8715777	-0.2349467	-0.3864841	-0.1891621	-150.201	193.248	-1106.976	0.2429004	4	OK	-150.267	193.26	-1107.201	OK	-143.017	248.054	-1102.072	OK	-202.239	242.753	-1054.553	OK	-188.875	184.04	-1076.575	Port 2: NDI 8700339  s/n:34801403	1028402617	1	OK	0.7608805	0.5321203	-0.365315	-0.066737	-106.07	-44.462	-1200.378	0.1621824	4	OK	-106.099	-44.327	-1200.5	OK	-139.949	-63.665	-1168.86	OK	-161.372	-111.38	-1185.715	OK	-118.592	-94.123	-1231.678
2	Port 1: NDI 8700449  s/n:3532DC02	1028402620	1	OK	0.872204	-0.2319124	-0.3879164	-0.1870766	-147.58	195.749	-1106.559	0.2450127	4	OK	-147.642	195.762	-1106.789	OK	-140.782	250.588	-1101.451	OK	-200.072	244.71	-1054.083	OK	-186.26	186.173	-1076.268	Port 2: NDI 8700339  s/n:34801403	1028402620	1	OK	0.7692597	0.5166449	-0.3672128	-0.0804508	-106.081	-43.514	-1198.683	0.1701156	4	OK	-106.116	-43.386	-1198.819	OK	-139.925	-60.856	-1166.044	OK	-163.238	-108.207	-1181.427	OK	-120.857	-93.429	-1228.58
2	Port 1: NDI 8700449  s/n:3532DC02	1028402623	1	OK	0.8735323	-0.2278626	-0.3882634	-0.1851256	-144.761	197.662	-1106.262	0.2605729	4	OK	-144.832	197.675	-1106.505	OK	-138.367	252.51	-1100.804	OK	-197.609	245.928	-1053.516	OK	-183.364	187.629	-1076.029	Port 2: NDI 8700339  s/n:34801403	1028402623	1	OK	0.7772639	0.5015579	-0.3683189	-0.0929605	-105.68	-42.616	-1197.355	0.1602391	4	OK	-105.706	-42.486	-1197.454	OK	-139.388	-58.188	-1163.708	OK	-164.392	-105.139	-1177.499	OK	-122.53	-92.724	-1225.874
2	Port 1: NDI 8700449  s/n:3532DC02	1028402626	1	OK	0.8739623	-0.2239018	-0.3903454	-0.1835437	-142.725	199.646	-1106.249	0.2595323	4	OK	-142.79	199.665	-1106.493	OK	-136.735	254.502	-1100.487	OK	-196.122	247.275	-1053.47	OK	-181.381	189.189	-1076.225	Port 2: NDI 8700339  s/n:34801403	1028402626	1	OK	0.7841783	0.4872452	-0.3697222	-0.1046993	-105.199	-41.661	-1196.425	0.1611304	4	OK	-105.23	-41.54	-1196.541	OK	-138.736	-55.55	-1161.876	OK	-165.318	-102.028	-1174.28	OK	-123.986	-91.828	-1223.57
2	Port 1: NDI 8700449  s/n:3532DC02	1028402629	1	OK	0.8746664	-0.2192667	-0.3923556	-0.1814878	-140.572	201.106	-1106.744	0.268529	4	OK	-140.64	201.131	-1107.001	OK	-135.056	255.976	-1100.622	OK	-194.564	247.961	-1053.888	OK	-179.252	190.14	-1076.914	Port 2: NDI 8700339  s/n:34801403	1028402629	1	OK	0.7905584	0.4734502	-0.3709938	-0.1150041	-104.757	-40.654	-1195.773	0.1645423	4	OK	-104.785	-40.537	-1195.896	OK	-138.095	-52.954	-1160.43	OK	-166.075	-98.947	-1171.454	OK	-125.269	-90.843	-1221.584
