Tools	Port 1: NDI 8700449  s/n:3532DC02	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	Port 2: NDI 8700339  s/n:34801403	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz
2	Port 1: NDI 8700449  s/n:3532DC02	1028403157	1		0.8187779	-0.3106871	-0.3951442	-0.2773758	-116.94	263.83	-1102.373	0.2062177	4	OK	-116.965	263.832	-1102.598	OK	-97.601	315.853	-1101.561	Used OOV	-159.217	328.64	-1058.464	OK	-158.413	266.552	-1074.443	Port 2: NDI 8700339  s/n:34801403	1028403157	1	OK	0.7725559	0.3732774	-0.4928909	-0.144499	-141.415	14.236	-1155.855	0.1409829	4	OK	-141.392	14.32	-1155.971	OK	-181.242	15.743	-1125.513	OK	-218.017	-23.888	-1135.136	OK	-170.079	-33.526	-1178.212
2	Port 1: NDI 8700449  s/n:3532DC02	1028403160	1		0.8218427	-0.3212855	-0.3802749	-0.2770221	-115.098	262.237	-1099.063	0.2034553	4	OK	-115.127	262.242	-1099.279	OK	-94.957	313.956	-1099.293	Used OOV	-154.914	327.999	-1054.292	OK	-155.582	265.812	-1069.815	Port 2: NDI 8700339  s/n:34801403	1028403160	1	OK	0.7764859	0.3928495	-0.4719525	-0.1414206	-139.338	12.951	-1154.267	0.1406906	4	OK	-139.324	13.037	-1154.373	OK	-178.306	11.925	-1122.796	OK	-213.701	-28.895	-1132.621	OK	-166.682	-35.28	-1177.309
2	Port 1: NDI 8700449  s/n:3532DC02	1028403163	1		0.8269661	-0.3300352	-0.3585176	-0.2804798	-113.309	259.576	-1095.237	0.1860423	4	OK	-113.346	259.574	-1095.425	OK	-91.988	310.813	-1096.175	Used OOV	-149.639	326.061	-1048.603	OK	-152.425	263.988	-1064.316	Port 2: NDI 8700339  s/n:34801403	1028403163	1	OK	0.7748039	0.4156786	-0.4566103	-0.1356367	-137.723	11.005	-1154.471	0.1557351	4	OK	-137.721	11.105	-1154.594	OK	-176.224	7.222	-1122.617	OK	-210.009	-34.687	-1133.587	OK	-163.296	-37.507	-1178.93
2	Port 1: NDI 8700449  s/n:3532DC02	1028403166	1		0.8273058	-0.3383398	-0.3493208	-0.2811872	-114.009	256.557	-1093.052	0.1815127	4	OK	-114.035	256.549	-1093.245	OK	-92.038	307.502	-1094.829	Used OOV	-148.562	323.871	-1046.233	OK	-152.464	261.723	-1061.398	Port 2: NDI 8700339  s/n:34801403	1028403166	1	OK	0.7726022	0.4393057	-0.4405115	-0.1266726	-135.908	8.875	-1155.002	0.1443799	4	OK	-135.911	8.98	-1155.108	OK	-173.862	2.132	-1123.011	OK	-205.699	-40.953	-1135.12	OK	-159.369	-39.937	-1180.915
2	Port 1: NDI 8700449  s/n:3532DC02	1028403169	1		0.8299048	-0.3427943	-0.3349337	-0.2856036	-114.394	252.588	-1090.628	0.1813503	4	OK	-114.42	252.571	-1090.82	OK	-91.532	303.125	-1092.684	Used OOV	-146.491	320.263	-1042.592	OK	-151.936	258.294	-1057.996	Port 2: NDI 8700339  s/n:34801403	1028403169	1	OK	0.7663187	0.4614834	-0.4312551	-0.1175067	-135.222	6.791	-1156.434	0.1450963	4	OK	-135.229	6.898	-1156.536	OK	-173.008	-2.556	-1124.898	OK	-203.03	-46.45	-1138.647	OK	-156.586	-42.014	-1184.123
2	Port 1: NDI 8700449  s/n:3532DC02	1028403172	1		0.8297905	-0.3476366	-0.3282365	-0.2878494	-115.236	248.811	-1088.777	0.1736173	4	OK	-115.267	248.793	-1088.955	OK	-91.815	299.076	-1091.265	Used OOV	-145.951	316.98	-1040.541	OK	-152.306	255.044	-1055.715	Port 2: NDI 8700339  s/n:34801403	1028403172	1	OK	0.7607442	0.4822025	-0.4208015	-0.1080515	-133.792	5.001	-1157.467	0.1631969	4	OK	-133.807	5.125	-1157.595	OK	-171.204	-6.855	-1126.316	OK	-199.412	-51.485	-1141.589	OK	-153.107	-43.753	-1186.696
2	Port 1: NDI 8700449  s/n:3532DC02	1028403175	1		0.832779	-0.3521673	-0.31351	-0.2901184	-114.126	244.349	-1085.64	0.1817568	4	OK	-114.154	244.332	-1085.837	OK	-90.005	294.26	-1088.553	Used OOV	-142.468	312.751	-1036.284	OK	-150.184	250.988	-1051.525	Port 2: NDI 8700339  s/n:34801403	1028403175	1	OK	0.7548266	0.5032889	-0.4085653	-0.100058	-131.295	3.09	-1157.961	0.1645431	4	OK	-131.315	3.219	-1158.086	OK	-168.132	-11.315	-1127.208	OK	-194.557	-56.508	-1143.944	OK	-148.678	-45.388	-1188.806
2	Port 1: NDI 8700449  s/n:3532DC02	1028403178	1		0.8350106	-0.3569567	-0.3008127	-0.2912917	-112.597	240.127	-1082.486	0.1739331	4	OK	-112.631	240.11	-1082.662	OK	-87.939	289.741	-1085.914	Used OOV	-138.846	308.78	-1032.346	OK	-147.721	247.162	-1047.506	Port 2: NDI 8700339  s/n:34801403	1028403178	1	OK	0.7479322	0.5250291	-0.3954089	-0.0927023	-127.849	1.419	-1158.733	0.1641924	4	OK	-127.878	1.558	-1158.849	OK	-163.959	-15.58	-1128.464	OK	-188.587	-61.179	-1146.798	OK	-143.354	-46.581	-1191.282
2	Port 1: NDI 8700449  s/n:3532DC02	1028403181	1		0.8364034	-0.3604854	-0.2925651	-0.2913506	-111.595	235.809	-1080.192	0.1741344	4	OK	-111.625	235.788	-1080.371	OK	-86.643	285.233	-1084.034	Used OOV	-136.508	304.658	-1029.623	OK	-146.076	243.105	-1044.639	Port 2: NDI 8700339  s/n:34801403	1028403181	1	OK	0.7402395	0.5465808	-0.382222	-0.08486	-123.968	-0.125	-1160.172	0.1796753	4	OK	-124.002	0.018	-1160.31	OK	-159.283	-19.692	-1130.489	OK	-182.06	-65.571	-1150.512	OK	-137.548	-47.502	-1194.432
2	Port 1: NDI 8700449  s/n:3532DC02	1028403184	1		0.8370529	-0.3632817	-0.2858799	-0.2926456	-111.52	231.644	-1078.69	0.1510023	4	OK	-111.545	231.618	-1078.835	OK	-86.207	280.869	-1082.848	Used OOV	-135.242	300.662	-1027.771	OK	-145.512	239.216	-1042.74	Port 2: NDI 8700339  s/n:34801403	1028403184	1	OK	0.7289368	0.5693128	-0.3726152	-0.0754455	-120.23	-1.656	-1163.333	0.1732062	4	OK	-120.269	-1.515	-1163.467	OK	-154.954	-23.803	-1134.82	OK	-175.728	-69.699	-1156.86	OK	-131.644	-48.09	-1199.573
2	Port 1: NDI 8700449  s/n:3532DC02	1028403187	1		0.8381817	-0.3641446	-0.2804351	-0.2936091	-111.297	226.695	-1077.954	0.1539681	4	OK	-111.319	226.667	-1078.111	OK	-85.748	275.793	-1082.209	Used OOV	-134.168	295.681	-1026.591	OK	-144.908	234.34	-1041.644	Port 2: NDI 8700339  s/n:34801403	1028403187	1	OK	0.7178393	0.5906876	-0.3624809	-0.066351	-116.533	-2.987	-1166.513	0.1768465	4	OK	-116.579	-2.837	-1166.643	OK	-150.531	-27.542	-1139.132	OK	-169.359	-73.344	-1163.115	OK	-125.902	-48.404	-1204.579
2	Port 1: NDI 8700449  s/n:3532DC02	1028403190	1		0.8378938	-0.3663463	-0.2763181	-0.2955887	-111.498	221.588	-1077.449	0.1578966	4	OK	-111.524	221.562	-1077.605	OK	-85.608	270.489	-1081.88	Used OOV	-133.488	290.764	-1025.975	OK	-144.806	229.503	-1040.922	Port 2: NDI 8700339  s/n:34801403	1028403190	1	OK	0.7037492	0.6135457	-0.3537398	-0.0562756	-112.863	-4.55	-1170.511	0.1739688	4	OK	-112.914	-4.397	-1170.631	OK	-146.167	-31.584	-1144.689	OK	-162.891	-77.014	-1170.857	OK	-119.976	-48.595	-1210.61
2	Port 1: NDI 8700449  s/n:3532DC02	1028403193	1		0.8380068	-0.368002	-0.2698478	-0.2991676	-111.405	215.452	-1077.369	0.1415262	4	OK	-111.429	215.42	-1077.499	OK	-84.991	264.068	-1081.911	Used OOV	-132.113	284.71	-1025.466	OK	-144.284	223.642	-1040.534	Port 2: NDI 8700339  s/n:34801403	1028403193	1	OK	0.6884285	0.6360142	-0.3455235	-0.0465366	-109.796	-6.134	-1174.508	0.1907855	4	OK	-109.856	-5.974	-1174.641	OK	-142.351	-35.521	-1150.385	OK	-157.007	-80.349	-1178.822	OK	-114.719	-48.585	-1216.564
2	Port 1: NDI 8700449  s/n:3532DC02	1028403196	1	OK	0.8375309	-0.3692816	-0.2649631	-0.3032616	-111.267	208.064	-1078.669	0.150911	4	OK	-111.293	208.038	-1078.814	OK	-84.335	256.379	-1083.215	OK	-130.883	277.424	-1026.479	OK	-143.834	216.523	-1041.619	Port 2: NDI 8700339  s/n:34801403	1028403196	1	OK	0.67219	0.6587263	-0.3362018	-0.034766	-106.523	-7.614	-1178.78	0.2027781	4	OK	-106.594	-7.45	-1178.916	OK	-138.121	-39.388	-1156.533	OK	-150.469	-83.479	-1187.169	OK	-109.034	-48.298	-1222.712
2	Port 1: NDI 8700449  s/n:3532DC02	1028403199	1	OK	0.8374045	-0.3706675	-0.2583223	-0.3076181	-111.606	199.975	-1080.459	0.1439131	4	OK	-111.626	199.945	-1080.594	OK	-84.087	247.958	-1085.066	OK	-129.865	269.371	-1027.824	OK	-143.747	208.717	-1043.101	Port 2: NDI 8700339  s/n:34801403	1028403199	1	OK	0.653573	0.6814172	-0.3284872	-0.02468	-103.864	-10.192	-1183.739	0.1871772	4	OK	-103.934	-10.015	-1183.824	OK	-134.572	-44.165	-1163.688	OK	-144.753	-87.155	-1196.555	OK	-104.129	-48.737	-1229.639
2	Port 1: NDI 8700449  s/n:3532DC02	1028403202	1	OK	0.8353755	-0.3720411	-0.2568679	-0.3126532	-113.139	192.591	-1083.201	0.1418583	4	OK	-113.161	192.558	-1083.329	OK	-85.076	240.253	-1087.776	OK	-130.675	262.214	-1030.612	OK	-145.226	201.714	-1045.909	Port 2: NDI 8700339  s/n:34801403	1028403202	1	OK	0.6342979	0.7022177	-0.3230785	-0.0132961	-101.872	-12.485	-1189.246	0.1915605	4	OK	-101.945	-12.293	-1189.296	OK	-131.761	-48.375	-1171.508	OK	-139.723	-90.144	-1206.518	OK	-99.809	-48.85	-1236.852
2	Port 1: NDI 8700449  s/n:3532DC02	1028403205	1	OK	0.8342963	-0.3734494	-0.2540082	-0.3161726	-114.184	185.148	-1085.629	0.1428591	4	OK	-114.2	185.108	-1085.762	OK	-85.684	232.548	-1090.254	OK	-130.934	254.91	-1032.962	OK	-146.096	194.558	-1048.248	Port 2: NDI 8700339  s/n:34801403	1028403205	1	OK	0.6159819	0.7215052	-0.3162113	-0.0026414	-99.603	-15.208	-1194.697	0.1922632	4	OK	-99.679	-15.001	-1194.701	OK	-128.503	-52.85	-1179.142	OK	-134.357	-93.313	-1216.022	OK	-95.412	-49.374	-1243.792
2	Port 1: NDI 8700449  s/n:3532DC02	1028403208	1	OK	0.8328506	-0.3747355	-0.2516241	-0.3203412	-115.532	178.62	-1088.416	0.1396199	4	OK	-115.555	178.582	-1088.54	OK	-86.546	225.731	-1093.052	OK	-131.51	248.524	-1035.71	OK	-147.311	188.34	-1051.005	Port 2: NDI 8700339  s/n:34801403	1028403208	1	OK	0.6050558	0.7363053	-0.3025452	0.0151136	-96.31	-17.937	-1198.951	0.1921019	4	OK	-96.394	-17.735	-1198.949	OK	-123.481	-57.347	-1184.736	OK	-126.708	-97.195	-1222.578	OK	-89.636	-50.688	-1248.723
2	Port 1: NDI 8700449  s/n:3532DC02	1028403211	1	OK	0.8302335	-0.3776498	-0.2503486	-0.3246823	-116.793	173.766	-1090.353	0.1445521	4	OK	-116.814	173.731	-1090.484	OK	-87.278	220.522	-1095.144	OK	-132.007	244.05	-1037.927	OK	-148.476	183.989	-1052.997	Port 2: NDI 8700339  s/n:34801403	1028403211	1	OK	0.5902549	0.7510541	-0.294726	0.0255632	-93.528	-20.553	-1204.222	0.2046608	4	OK	-93.62	-20.341	-1204.198	OK	-119.533	-61.287	-1191.734	OK	-120.906	-99.96	-1230.897	OK	-85.069	-51.397	-1254.929
2	Port 1: NDI 8700449  s/n:3532DC02	1028403214	1	OK	0.8298725	-0.3784755	-0.2452531	-0.32851	-116.949	168.574	-1092.331	0.1253882	4	OK	-116.97	168.537	-1092.428	OK	-86.954	215.033	-1097.155	OK	-131.085	238.823	-1039.552	OK	-148.308	179.004	-1054.774	Port 2: NDI 8700339  s/n:34801403	1028403214	1	OK	0.5794755	0.7625472	-0.2853036	0.0364925	-90.914	-22.305	-1208.194	0.21528	4	OK	-91.014	-22.078	-1208.147	OK	-115.626	-64.174	-1196.93	OK	-115.255	-101.989	-1236.983	OK	-80.856	-51.674	-1259.495
2	Port 1: NDI 8700449  s/n:3532DC02	1028403217	1	OK	0.8294653	-0.3791674	-0.2403694	-0.332328	-116.324	163.781	-1094.462	0.1265073	4	OK	-116.346	163.738	-1094.552	OK	-85.871	209.94	-1099.279	OK	-129.418	233.982	-1041.353	OK	-147.36	174.412	-1056.708	Port 2: NDI 8700339  s/n:34801403	1028403217	1	OK	0.5685976	0.7731529	-0.2771271	0.0461729	-88.314	-23.46	-1211.919	0.2129001	4	OK	-88.42	-23.24	-1211.869	OK	-111.846	-66.311	-1201.886	OK	-109.9	-103.16	-1242.762	OK	-76.83	-51.325	-1263.754
2	Port 1: NDI 8700449  s/n:3532DC02	1028403220	1	OK	0.8299665	-0.3794489	-0.2345344	-0.3349144	-115.521	159.24	-1096.351	0.1221717	4	OK	-115.544	159.207	-1096.441	OK	-84.707	205.164	-1101.191	OK	-127.581	229.277	-1042.793	OK	-146.169	169.932	-1058.283	Port 2: NDI 8700339  s/n:34801403	1028403220	1	OK	0.5591002	0.7813648	-0.2722218	0.0526427	-86.566	-25.002	-1215.257	0.2034107	4	OK	-86.675	-24.796	-1215.197	OK	-109.309	-68.522	-1206.313	OK	-106.252	-104.489	-1247.847	OK	-74.055	-51.564	-1267.546
2	Port 1: NDI 8700449  s/n:3532DC02	1028403223	1	OK	0.8276671	-0.3815536	-0.237316	-0.3362515	-115.68	156.729	-1098.439	0.1266521	4	OK	-115.696	156.69	-1098.541	OK	-84.728	202.531	-1103.405	OK	-127.84	227.153	-1045.393	OK	-146.494	167.752	-1060.603	Port 2: NDI 8700339  s/n:34801403	1028403223	1	OK	0.5545492	0.7859749	-0.2670658	0.0582633	-84.927	-26.329	-1217.31	0.212729	4	OK	-85.044	-26.115	-1217.255	OK	-106.947	-70.313	-1208.849	OK	-103.075	-105.86	-1250.697	OK	-71.699	-52.221	-1269.749
2	Port 1: NDI 8700449  s/n:3532DC02	1028403226	1	OK	0.8279782	-0.3823562	-0.2315854	-0.3385618	-114.389	153.419	-1098.965	0.1188902	4	OK	-114.405	153.377	-1099.058	OK	-83.085	198.987	-1104.034	OK	-125.516	223.73	-1045.542	OK	-144.8	164.555	-1060.831	Port 2: NDI 8700339  s/n:34801403	1028403226	1	OK	0.5502284	0.7896401	-0.2652126	0.0581326	-84.453	-28.208	-1218.702	0.2135413	4	OK	-84.567	-27.986	-1218.622	OK	-106.248	-72.385	-1210.704	OK	-102.192	-107.484	-1252.938	OK	-71.114	-53.473	-1271.437
2	Port 1: NDI 8700449  s/n:3532DC02	1028403229	1	OK	0.8266385	-0.3854274	-0.2244738	-0.3431124	-112.317	151.157	-1098.675	0.1205242	4	OK	-112.336	151.111	-1098.758	OK	-80.376	196.248	-1104.014	OK	-121.842	221.577	-1045.094	OK	-142.176	162.73	-1060.248	Port 2: NDI 8700339  s/n:34801403	1028403229	1	OK	0.5481468	0.7909115	-0.2664874	0.0545768	-85.138	-29.832	-1218.855	0.2152458	4	OK	-85.254	-29.611	-1218.778	OK	-107.123	-73.955	-1211.079	OK	-103.388	-108.783	-1253.565	OK	-72.094	-54.809	-1271.798
2	Port 1: NDI 8700449  s/n:3532DC02	1028403232	1	OK	0.8251199	-0.3909664	-0.2190425	-0.34401	-110.523	149.103	-1098.144	0.1183409	4	OK	-110.541	149.043	-1098.221	OK	-78.233	193.868	-1104.136	OK	-118.79	219.936	-1044.889	OK	-139.836	161.193	-1059.46	Port 2: NDI 8700339  s/n:34801403	1028403232	1	OK	0.5490471	0.7911436	-0.2642805	0.0528667	-85.155	-31.844	-1217.579	0.2135484	4	OK	-85.271	-31.623	-1217.493	OK	-107.026	-76.003	-1209.665	OK	-103.468	-110.835	-1252.139	OK	-72.368	-56.83	-1270.592
2	Port 1: NDI 8700449  s/n:3532DC02	1028403235	1	OK	0.8239635	-0.3944742	-0.2142169	-0.3458112	-109.595	146.942	-1097.128	0.1136712	4	OK	-109.616	146.888	-1097.193	OK	-76.949	191.394	-1103.52	OK	-116.772	217.981	-1043.983	OK	-138.468	159.398	-1058.237	Port 2: NDI 8700339  s/n:34801403	1028403235	1	OK	0.5499938	0.7903437	-0.2652737	0.0499358	-86.329	-34.195	-1216.136	0.2202034	4	OK	-86.442	-33.964	-1216.047	OK	-108.4	-78.222	-1208.099	OK	-105.199	-113.126	-1250.578	OK	-73.889	-59.288	-1269.174
2	Port 1: NDI 8700449  s/n:3532DC02	1028403238	1	OK	0.8230655	-0.3973827	-0.2114512	-0.3463213	-109.703	145.786	-1094.996	0.111333	4	OK	-109.721	145.737	-1095.058	OK	-76.877	190.054	-1101.732	OK	-116.226	217.034	-1042.051	OK	-138.293	158.514	-1055.98	Port 2: NDI 8700339  s/n:34801403	1028403238	1	OK	0.554773	0.7863331	-0.2681849	0.0445432	-88.735	-36.721	-1213.176	0.2217479	4	OK	-88.846	-36.488	-1213.09	OK	-111.324	-80.371	-1204.561	OK	-108.892	-115.701	-1246.798	OK	-77.024	-62.448	-1266.083
2	Port 1: NDI 8700449  s/n:3532DC02	1028403241	1	OK	0.822958	-0.399353	-0.2090607	-0.3457614	-109.931	145.184	-1092.181	0.1159612	4	OK	-109.95	145.124	-1092.239	OK	-77.071	189.376	-1099.184	OK	-116.017	216.548	-1039.33	OK	-138.263	158.047	-1053.042	Port 2: NDI 8700339  s/n:34801403	1028403241	1	OK	0.5635133	0.7789491	-0.2726853	0.0365207	-91.892	-39.608	-1209.093	0.21313	4	OK	-91.992	-39.381	-1209.031	OK	-115.274	-82.643	-1199.483	OK	-114.069	-118.696	-1241.084	OK	-81.344	-66.462	-1261.658
2	Port 1: NDI 8700449  s/n:3532DC02	1028403244	1	OK	0.8217256	-0.4007613	-0.211254	-0.34573	-110.484	146.086	-1089.583	0.1141823	4	OK	-110.503	146.029	-1089.647	OK	-77.613	190.256	-1096.697	OK	-116.761	217.705	-1037.099	OK	-138.947	159.123	-1050.586	Port 2: NDI 8700339  s/n:34801403	1028403244	1	OK	0.5750853	0.7681015	-0.2803759	0.0261987	-95.697	-42.018	-1204.73	0.2122774	4	OK	-95.798	-41.788	-1204.676	OK	-120.243	-84.071	-1193.742	OK	-120.674	-121.131	-1234.536	OK	-86.655	-70.437	-1256.773
2	Port 1: NDI 8700449  s/n:3532DC02	1028403247	1	OK	0.8212392	-0.4019334	-0.2124099	-0.3448157	-109.923	147.803	-1086.791	0.1223681	4	OK	-109.943	147.746	-1086.875	OK	-77.118	191.997	-1094.03	OK	-116.348	219.595	-1034.571	OK	-138.426	160.932	-1047.84	Port 2: NDI 8700339  s/n:34801403	1028403247	1	OK	0.5868288	0.7558726	-0.2900247	0.0132018	-99.181	-44.052	-1200.198	0.2120047	4	OK	-99.266	-43.82	-1200.159	OK	-125.095	-84.891	-1187.855	OK	-127.525	-122.864	-1227.675	OK	-92.001	-74.024	-1251.629
2	Port 1: NDI 8700449  s/n:3532DC02	1028403250	1	OK	0.8212251	-0.403098	-0.2117251	-0.3439097	-108.26	149.892	-1084.347	0.119269	4	OK	-108.282	149.836	-1084.413	OK	-75.498	194.086	-1091.759	OK	-114.577	221.775	-1032.235	OK	-136.661	163.083	-1045.362	Port 2: NDI 8700339  s/n:34801403	1028403250	1	OK	0.6011609	0.741468	-0.2980418	0.0013861	-101.926	-45.401	-1195.025	0.2107855	4	OK	-102.008	-45.168	-1194.999	OK	-129.02	-84.902	-1180.956	OK	-133.424	-123.982	-1219.546	OK	-96.653	-77.206	-1245.588
2	Port 1: NDI 8700449  s/n:3532DC02	1028403253	1	OK	0.822241	-0.403922	-0.2127467	-0.3398611	-106.642	151.889	-1081.924	0.120819	4	OK	-106.656	151.837	-1082.004	OK	-74.242	196.309	-1089.555	OK	-113.393	223.874	-1030.007	OK	-135.05	164.976	-1042.89	Port 2: NDI 8700339  s/n:34801403	1028403253	1	OK	0.6151246	0.7269725	-0.3050148	-0.0099322	-103.821	-47.094	-1189.74	0.2075179	4	OK	-103.896	-46.866	-1189.731	OK	-131.937	-85.226	-1173.986	OK	-138.26	-125.318	-1211.253	OK	-100.45	-80.607	-1239.344
2	Port 1: NDI 8700449  s/n:3532DC02	1028403256	1	OK	0.8237835	-0.4051809	-0.2112474	-0.3355351	-105.081	153.712	-1079.605	0.1212496	4	OK	-105.098	153.658	-1079.683	OK	-73.025	198.325	-1087.55	OK	-111.908	225.74	-1027.753	OK	-133.275	166.683	-1040.385	Port 2: NDI 8700339  s/n:34801403	1028403256	1	OK	0.6295323	0.7120529	-0.3104104	-0.0177516	-105.34	-48.879	-1184.235	0.2049974	4	OK	-105.414	-48.668	-1184.276	OK	-134.217	-85.699	-1166.756	OK	-142.106	-126.841	-1202.556	OK	-103.54	-84.142	-1232.664
2	Port 1: NDI 8700449  s/n:3532DC02	1028403259	1	OK	0.8241839	-0.4067113	-0.2104772	-0.3331758	-104.116	156.172	-1077.513	0.1261155	4	OK	-104.138	156.124	-1077.6	OK	-72.223	200.855	-1085.707	OK	-110.924	228.317	-1025.837	OK	-132.173	169.162	-1038.194	Port 2: NDI 8700339  s/n:34801403	1028403259	1	OK	0.6411446	0.6969268	-0.3202753	-0.0255018	-107.971	-49.831	-1178.862	0.2069864	4	OK	-108.041	-49.634	-1178.941	OK	-137.922	-85.129	-1160.043	OK	-147.381	-127.055	-1194.54	OK	-107.655	-86.617	-1226.163
2	Port 1: NDI 8700449  s/n:3532DC02	1028403262	1	OK	0.8246449	-0.4058454	-0.2163764	-0.3292895	-104.718	158.534	-1076.308	0.1293635	4	OK	-104.738	158.48	-1076.394	OK	-73.301	203.561	-1084.454	OK	-112.746	230.781	-1024.949	OK	-133.196	171.346	-1037.237	Port 2: NDI 8700339  s/n:34801403	1028403262	1	OK	0.6538315	0.6804352	-0.3293672	-0.0320884	-110.486	-51.102	-1173.403	0.1981561	4	OK	-110.552	-50.913	-1173.486	OK	-141.392	-84.768	-1153.161	OK	-152.369	-127.558	-1186.116	OK	-111.632	-89.511	-1219.402
2	Port 1: NDI 8700449  s/n:3532DC02	1028403265	1	OK	0.8268973	-0.4033602	-0.2164772	-0.3266176	-104.373	161.065	-1074.876	0.1221764	4	OK	-104.385	161.003	-1074.947	OK	-73.279	206.346	-1082.88	OK	-112.848	233.015	-1023.14	OK	-132.893	173.501	-1035.722	Port 2: NDI 8700339  s/n:34801403	1028403265	1	OK	0.669357	0.6600751	-0.3388086	-0.0383519	-113.568	-52.042	-1167.805	0.2010206	4	OK	-113.627	-51.856	-1167.913	OK	-145.413	-83.735	-1145.857	OK	-158.076	-127.524	-1176.825	OK	-116.374	-92.378	-1212.046
2	Port 1: NDI 8700449  s/n:3532DC02	1028403268	1	OK	0.8290321	-0.4002034	-0.2217613	-0.3215043	-104.104	164.834	-1073.38	0.1261592	4	OK	-104.12	164.774	-1073.462	OK	-73.671	210.611	-1081.129	OK	-113.98	236.574	-1021.625	OK	-133.038	176.769	-1034.362	Port 2: NDI 8700339  s/n:34801403	1028403268	1	OK	0.6862368	0.6368971	-0.3482399	-0.0465854	-116.601	-52.197	-1162.079	0.2103213	4	OK	-116.658	-52.027	-1162.231	OK	-149.351	-81.57	-1138.251	OK	-164.028	-126.263	-1166.948	OK	-121.451	-94.467	-1204.267
2	Port 1: NDI 8700449  s/n:3532DC02	1028403271	1	OK	0.8305634	-0.3956905	-0.228331	-0.3185253	-104.608	170.072	-1072.235	0.1295718	4	OK	-104.627	170.024	-1072.339	OK	-74.692	216.262	-1079.507	OK	-115.991	241.514	-1020.376	OK	-134.112	181.488	-1033.472	Port 2: NDI 8700339  s/n:34801403	1028403271	1	OK	0.7024587	0.6121195	-0.3589227	-0.0551004	-120.139	-51.658	-1156.783	0.1939078	4	OK	-120.19	-51.502	-1156.928	OK	-153.814	-78.444	-1131.243	OK	-170.585	-123.84	-1157.515	OK	-127.162	-95.73	-1196.788
2	Port 1: NDI 8700449  s/n:3532DC02	1028403274	1	OK	0.8326305	-0.3899753	-0.2340784	-0.3159952	-104.922	175.483	-1071.27	0.128867	4	OK	-104.945	175.434	-1071.36	OK	-75.535	222.098	-1077.933	OK	-117.729	246.442	-1019.094	OK	-134.954	186.273	-1032.758	Port 2: NDI 8700339  s/n:34801403	1028403274	1	OK	0.7165208	0.5877619	-0.3702641	-0.0635489	-123.417	-50.579	-1152.013	0.1957444	4	OK	-123.465	-50.432	-1152.176	OK	-157.979	-74.73	-1125.021	OK	-176.823	-120.53	-1149.044	OK	-132.569	-96.125	-1189.889
2	Port 1: NDI 8700449  s/n:3532DC02	1028403277	1	OK	0.8339924	-0.3841091	-0.2428647	-0.3129436	-106.157	181.601	-1070.49	0.1382919	4	OK	-106.178	181.55	-1070.601	OK	-77.404	228.691	-1076.513	OK	-120.863	252.148	-1018.262	OK	-136.939	191.77	-1032.388	Port 2: NDI 8700339  s/n:34801403	1028403277	1	OK	0.7283237	0.5644128	-0.3818992	-0.0716648	-126.93	-48.583	-1147.68	0.1876726	4	OK	-126.97	-48.431	-1147.829	OK	-162.317	-70.108	-1119.536	OK	-183.135	-116.079	-1141.509	OK	-138.142	-95.313	-1183.575
2	Port 1: NDI 8700449  s/n:3532DC02	1028403280	1	OK	0.835414	-0.3780144	-0.250456	-0.3105807	-107.468	187.859	-1070.247	0.1322773	4	OK	-107.486	187.818	-1070.354	OK	-79.276	235.368	-1075.625	OK	-123.86	257.912	-1017.863	OK	-138.922	197.392	-1032.525	Port 2: NDI 8700339  s/n:34801403	1028403280	1	OK	0.7381611	0.540775	-0.3953102	-0.080065	-130.894	-46.026	-1143.939	0.1799114	4	OK	-130.929	-45.88	-1144.082	OK	-167.158	-64.808	-1114.942	OK	-189.999	-110.66	-1134.984	OK	-144.204	-93.655	-1177.916
2	Port 1: NDI 8700449  s/n:3532DC02	1028403283	1	OK	0.8379318	-0.3699175	-0.2571501	-0.3080667	-107.689	193.57	-1070.853	0.1421563	4	OK	-107.714	193.537	-1070.978	OK	-80.142	241.543	-1075.369	OK	-125.802	262.846	-1018.013	OK	-139.761	202.243	-1033.44	Port 2: NDI 8700339  s/n:34801403	1028403283	1	OK	0.7484167	0.5160006	-0.4072632	-0.088048	-134.47	-42.226	-1140.62	0.174774	4	OK	-134.495	-42.088	-1140.764	OK	-171.394	-58.169	-1110.76	OK	-196.236	-103.829	-1128.737	OK	-149.926	-90.665	-1172.488
2	Port 1: NDI 8700449  s/n:3532DC02	1028403286	1	OK	0.8398244	-0.3645263	-0.2626339	-0.3046949	-107.52	200.21	-1071.057	0.1461701	4	OK	-107.539	200.182	-1071.195	OK	-80.586	248.57	-1075.072	OK	-127.062	268.949	-1018.017	OK	-140.046	208.246	-1033.878	Port 2: NDI 8700339  s/n:34801403	1028403286	1	OK	0.7571052	0.4917562	-0.4184356	-0.0993943	-137.587	-38.453	-1137.406	0.179648	4	OK	-137.612	-38.321	-1137.556	OK	-175.005	-51.505	-1106.74	OK	-202.063	-96.593	-1122.849	OK	-155.506	-87.3	-1167.339
