Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	Port 1: NDI 8700339  s/n:34801403	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz
2	Port 2: NDI 8700340  s/n:34802401	1028352070	1		0.7478724	-0.1247506	-0.6372313	0.1380595	-16.914	-46.211	-1237.248	0.2204179	4	OK	-169.952	-38.311	-1195.519	OK	-219.238	-37.777	-1187.141	OK	-269.702	-13.993	-1188.806	Used OOV	-302.071	-60.204	-1165.145	Port 1: NDI 8700339  s/n:34801403	1028352070	1	OK	0.4547296	-0.1319967	-0.8058464	-0.3555411	189.808	213.481	-1231.391	0.1163952	4	OK	189.959	213.479	-1231.381	OK	178.814	262.235	-1232.099	OK	133.618	274.541	-1260.789	OK	140.111	209.919	-1264.958
2	Port 2: NDI 8700340  s/n:34802401	1028352073	1		0.7492479	-0.1257829	-0.6359962	0.1353333	-17.472	-47.968	-1238.384	0.2185271	4	OK	-170.343	-39.224	-1196.235	OK	-219.603	-38.398	-1187.729	OK	-269.94	-14.304	-1189.213	Used OOV	-302.52	-60.37	-1165.554	Port 1: NDI 8700339  s/n:34801403	1028352073	1	OK	0.454929	-0.1317464	-0.8057954	-0.3554943	189.847	213.498	-1231.199	0.1147536	4	OK	189.995	213.501	-1231.19	OK	178.829	262.25	-1231.892	OK	133.621	274.528	-1260.568	OK	140.141	209.911	-1264.761
2	Port 2: NDI 8700340  s/n:34802401	1028352076	1		0.7488552	-0.1252968	-0.6368731	0.1338252	-17.739	-48.83	-1239.103	0.2112374	4	OK	-170.686	-40.001	-1197.236	OK	-219.965	-39.14	-1188.85	OK	-270.266	-14.959	-1190.359	Used OOV	-302.947	-61.063	-1166.891	Port 1: NDI 8700339  s/n:34801403	1028352076	1	OK	0.45537	-0.1321338	-0.805852	-0.3546566	189.815	213.547	-1231.12	0.1157898	4	OK	189.959	213.545	-1231.117	OK	178.759	262.289	-1231.887	OK	133.532	274.51	-1260.521	OK	140.085	209.884	-1264.608
2	Port 2: NDI 8700340  s/n:34802401	1028352079	1		0.7496366	-0.1244149	-0.6364384	0.1323328	-18.093	-49.521	-1240.398	0.238627	4	OK	-170.972	-40.61	-1198.3	OK	-220.222	-39.707	-1189.761	OK	-270.494	-15.46	-1191.169	Used OOV	-303.213	-61.58	-1167.808	Port 1: NDI 8700339  s/n:34801403	1028352079	1	OK	0.4555943	-0.1317838	-0.8058426	-0.3545203	189.825	213.486	-1231.025	0.1124499	4	OK	189.969	213.477	-1231.013	OK	178.732	262.225	-1231.789	OK	133.48	274.405	-1260.402	OK	140.093	209.788	-1264.512
2	Port 2: NDI 8700340  s/n:34802401	1028352082	1		0.7497074	-0.1238211	-0.6368402	0.1305439	-18.385	-50.179	-1241.199	0.2475721	4	OK	-171.278	-41.126	-1199.203	OK	-220.538	-40.152	-1190.674	OK	-270.76	-15.822	-1192.06	Used OOV	-303.586	-61.948	-1168.881	Port 1: NDI 8700339  s/n:34801403	1028352082	1	OK	0.4555314	-0.1318005	-0.8059608	-0.354326	189.805	213.424	-1230.976	0.1132586	4	OK	189.952	213.417	-1230.965	OK	178.709	262.157	-1231.756	OK	133.453	274.321	-1260.392	OK	140.076	209.707	-1264.468
2	Port 2: NDI 8700340  s/n:34802401	1028352085	1		0.7495885	-0.1232924	-0.6370865	0.1305252	-18.347	-50.343	-1241.632	0.2479419	4	OK	-171.263	-41.443	-1199.688	OK	-220.526	-40.507	-1191.176	OK	-270.773	-16.204	-1192.565	Used OOV	-303.563	-62.39	-1169.434	Port 1: NDI 8700339  s/n:34801403	1028352085	1	OK	0.4557034	-0.1315809	-0.8058678	-0.3543981	189.776	213.309	-1230.839	0.1140286	4	OK	189.924	213.303	-1230.828	OK	178.662	262.034	-1231.596	OK	133.392	274.2	-1260.222	OK	140.043	209.589	-1264.322
2	Port 2: NDI 8700340  s/n:34802401	1028352088	1		0.749398	-0.1232531	-0.6374501	0.1298798	-18.58	-50.273	-1241.531	0.2452978	4	OK	-171.526	-41.288	-1199.72	OK	-220.796	-40.327	-1191.262	OK	-271.019	-15.993	-1192.665	Used OOV	-303.881	-62.16	-1169.61	Port 1: NDI 8700339  s/n:34801403	1028352088	1	OK	0.4556164	-0.1317447	-0.8058164	-0.3545659	189.739	213.221	-1230.836	0.1210815	4	OK	189.892	213.219	-1230.844	OK	178.646	261.951	-1231.565	OK	133.391	274.143	-1260.227	OK	139.999	209.527	-1264.309
2	Port 2: NDI 8700340  s/n:34802401	1028352091	1		0.7496696	-0.1252434	-0.6368853	0.129177	-18.645	-50.491	-1241.442	0.2342796	4	OK	-171.532	-40.836	-1199.563	OK	-220.804	-39.672	-1191.112	OK	-270.929	-15.136	-1192.524	Used OOV	-303.949	-61.143	-1169.348	Port 1: NDI 8700339  s/n:34801403	1028352091	1	OK	0.4556916	-0.1316829	-0.8058071	-0.3545133	189.631	212.977	-1230.811	0.1179394	4	OK	189.783	212.978	-1230.804	OK	178.533	261.702	-1231.551	OK	133.264	273.891	-1260.187	OK	139.888	209.272	-1264.289
2	Port 2: NDI 8700340  s/n:34802401	1028352094	1		0.7470068	-0.1252135	-0.639874	0.1298603	-18.918	-49.48	-1240.071	0.2398935	4	OK	-172.149	-40.178	-1199.382	OK	-221.478	-39.125	-1191.296	OK	-271.658	-14.729	-1193.121	Used OOV	-304.742	-60.79	-1170.17	Port 1: NDI 8700339  s/n:34801403	1028352094	1	OK	0.4558263	-0.1317231	-0.805616	-0.3547595	189.574	212.899	-1230.539	0.1157228	4	OK	189.727	212.896	-1230.516	OK	178.492	261.637	-1231.265	OK	133.211	273.837	-1259.849	OK	139.813	209.223	-1264.019
2	Port 2: NDI 8700340  s/n:34802401	1028352097	1		0.7457487	-0.1280005	-0.6409107	0.1292598	-19.33	-49.197	-1239.437	0.2364163	4	OK	-172.684	-39.161	-1199.395	OK	-222.045	-37.898	-1191.524	OK	-272.121	-13.292	-1193.631	Used OOV	-305.478	-59.169	-1170.647	Port 1: NDI 8700339  s/n:34801403	1028352097	1	OK	0.4559128	-0.1317474	-0.8056755	-0.3545042	189.561	212.899	-1230.322	0.11592	4	OK	189.715	212.896	-1230.305	OK	178.467	261.63	-1231.059	OK	133.174	273.808	-1259.658	OK	139.796	209.197	-1263.785
2	Port 2: NDI 8700340  s/n:34802401	1028352100	1		0.7447118	-0.1303148	-0.6419193	0.1279139	-19.179	-48.492	-1239.224	0.2400203	4	OK	-172.635	-37.708	-1199.784	OK	-222.018	-36.2	-1192.09	OK	-271.98	-11.392	-1194.434	Used OOV	-305.627	-57.069	-1171.502	Port 1: NDI 8700339  s/n:34801403	1028352100	1	OK	0.4559812	-0.1320814	-0.8057177	-0.3541959	189.651	212.912	-1230.236	0.1146326	4	OK	189.797	212.915	-1230.227	OK	178.56	261.647	-1231.008	OK	133.276	273.806	-1259.595	OK	139.874	209.186	-1263.673
2	Port 2: NDI 8700340  s/n:34802401	1028352103	1		0.74174	-0.1324142	-0.6452214	0.1264022	-18.838	-47.371	-1238.457	0.22112	4	OK	-172.634	-36.031	-1200.493	OK	-222.089	-34.358	-1193.333	OK	-271.93	-9.381	-1196.147	Used OOV	-305.949	-54.92	-1173.491	Port 1: NDI 8700339  s/n:34801403	1028352103	1	OK	0.4554629	-0.1324386	-0.8059475	-0.3542064	189.63	212.821	-1230.368	0.1141349	4	OK	189.78	212.822	-1230.354	OK	178.591	261.564	-1231.177	OK	133.324	273.747	-1259.812	OK	139.873	209.122	-1263.847
2	Port 2: NDI 8700340  s/n:34802401	1028352106	1		0.7402463	-0.1336894	-0.6469051	0.1252052	-17.968	-46.077	-1238.473	0.2356054	4	OK	-171.927	-34.323	-1201.308	OK	-221.405	-32.525	-1194.358	OK	-271.174	-7.415	-1197.463	Used OOV	-305.423	-52.858	-1174.966	Port 1: NDI 8700339  s/n:34801403	1028352106	1	OK	0.4559065	-0.1319941	-0.8058374	-0.3540521	189.607	212.981	-1230.527	0.1141446	4	OK	189.755	212.977	-1230.515	OK	178.506	261.716	-1231.317	OK	133.219	273.856	-1259.916	OK	139.842	209.235	-1263.978
2	Port 2: NDI 8700340  s/n:34802401	1028352109	1		0.7373884	-0.1375499	-0.6497716	0.1230253	-17.043	-45.566	-1237.74	0.2134887	4	OK	-171.262	-32.664	-1202.052	OK	-220.795	-30.519	-1195.634	OK	-270.367	-5.08	-1199.241	Used OOV	-305.121	-50.219	-1176.941	Port 1: NDI 8700339  s/n:34801403	1028352109	1	OK	0.4558719	-0.1320313	-0.8060724	-0.3535474	189.438	213.029	-1231.068	0.1132371	4	OK	189.583	213.029	-1231.06	OK	178.315	261.75	-1231.906	OK	133.025	273.851	-1260.529	OK	139.683	209.229	-1264.513
2	Port 2: NDI 8700340  s/n:34802401	1028352112	1		0.7369669	-0.1401601	-0.6496242	0.1233832	-16.611	-44.328	-1237.959	0.2054756	4	OK	-170.827	-30.834	-1202.454	OK	-220.359	-28.524	-1196.121	OK	-269.841	-2.956	-1199.864	Used OOV	-304.759	-47.911	-1177.386	Port 1: NDI 8700339  s/n:34801403	1028352112	1	OK	0.4558936	-0.131924	-0.8060522	-0.3536057	189.138	213.059	-1231.568	0.1132427	4	OK	189.282	213.06	-1231.563	OK	178.007	261.78	-1232.394	OK	132.722	273.876	-1261.018	OK	139.383	209.261	-1265.015
2	Port 2: NDI 8700340  s/n:34802401	1028352115	1		0.7347417	-0.141287	-0.6517361	0.1242283	-16.106	-42.738	-1237.05	0.2184394	4	OK	-170.552	-29.286	-1202.53	OK	-220.105	-27.005	-1196.465	OK	-269.605	-1.496	-1200.608	Used OOV	-304.613	-46.413	-1178.216	Port 1: NDI 8700339  s/n:34801403	1028352115	1	OK	0.4549748	-0.1326794	-0.80623	-0.3541008	189.198	212.627	-1231.962	0.112996	4	OK	189.345	212.625	-1231.95	OK	178.181	261.374	-1232.819	OK	132.953	273.563	-1261.496	OK	139.474	208.938	-1265.474
2	Port 2: NDI 8700340  s/n:34802401	1028352118	1		0.7338336	-0.142032	-0.6523431	0.1255536	-16.232	-41.11	-1236.465	0.2097055	4	OK	-170.759	-27.768	-1202.266	OK	-220.339	-25.539	-1196.328	OK	-269.849	-0.112	-1200.618	Used OOV	-304.843	-45.01	-1178.161	Port 1: NDI 8700339  s/n:34801403	1028352118	1	OK	0.4539982	-0.133772	-0.8056195	-0.3563254	189.065	211.889	-1231.705	0.1211025	4	OK	189.216	211.891	-1231.716	OK	178.274	260.685	-1232.407	OK	133.129	273.171	-1261.139	OK	139.349	208.52	-1265.251
2	Port 2: NDI 8700340  s/n:34802401	1028352121	1		0.7342496	-0.1442891	-0.6510865	0.1270616	-15.627	-39.73	-1236.561	0.1921802	4	OK	-170.059	-26.02	-1202.069	OK	-219.628	-23.694	-1196.082	OK	-269.118	1.78	-1200.367	Used OOV	-304.104	-42.971	-1177.579	Port 1: NDI 8700339  s/n:34801403	1028352121	1	OK	0.4536207	-0.1345263	-0.8055545	-0.3566691	189.213	211.582	-1231.088	0.1185335	4	OK	189.361	211.589	-1231.094	OK	178.51	260.4	-1231.809	OK	133.397	272.957	-1260.53	OK	139.493	208.292	-1264.647
2	Port 2: NDI 8700340  s/n:34802401	1028352124	1		0.7344971	-0.1472258	-0.6501785	0.1269115	-14.825	-38.793	-1236.958	0.1951813	4	OK	-169.172	-24.253	-1202.397	OK	-218.708	-21.693	-1196.372	OK	-268.094	3.962	-1200.72	Used OOV	-303.274	-40.512	-1177.719	Port 1: NDI 8700339  s/n:34801403	1028352124	1	OK	0.4531699	-0.1350018	-0.8059345	-0.3562038	189.248	211.492	-1230.835	0.1233031	4	OK	189.408	211.492	-1230.828	OK	178.574	260.313	-1231.645	OK	133.478	272.859	-1260.406	OK	139.541	208.175	-1264.427
2	Port 2: NDI 8700340  s/n:34802401	1028352127	1		0.7339515	-0.149523	-0.6500932	0.1278161	-14.043	-37.707	-1237.335	0.1689107	4	OK	-168.388	-22.764	-1202.956	OK	-217.944	-20.107	-1197.063	OK	-267.279	5.613	-1201.52	Used OOV	-302.548	-38.701	-1178.338	Port 1: NDI 8700339  s/n:34801403	1028352127	1	OK	0.4542765	-0.1347484	-0.8054541	-0.3559766	189.31	211.943	-1230.468	0.1117439	4	OK	189.449	211.94	-1230.462	OK	178.563	260.758	-1231.251	OK	133.411	273.243	-1259.873	OK	139.554	208.587	-1263.955
2	Port 2: NDI 8700340  s/n:34802401	1028352130	1		0.7320327	-0.1536669	-0.6515655	0.1263999	-14.004	-37.621	-1236.869	0.1757374	4	OK	-168.46	-21.52	-1203.514	OK	-218.019	-18.504	-1197.918	OK	-267.165	7.499	-1202.802	Used OOV	-302.866	-36.466	-1179.649	Port 1: NDI 8700339  s/n:34801403	1028352130	1	OK	0.4546605	-0.1342411	-0.8054001	-0.3558002	189.106	212.647	-1230.253	0.1212839	4	OK	189.259	212.648	-1230.257	OK	178.303	261.441	-1230.992	OK	133.114	273.893	-1259.64	OK	139.331	209.238	-1263.716
2	Port 2: NDI 8700340  s/n:34802401	1028352133	1		0.7301995	-0.1593435	-0.6523442	0.1259581	-14.08	-36.964	-1236.77	0.1508996	4	OK	-168.577	-19.461	-1204.309	OK	-218.148	-16.041	-1199.073	OK	-267.069	10.292	-1204.361	Used OOV	-303.218	-33.235	-1181.029	Port 1: NDI 8700339  s/n:34801403	1028352133	1	OK	0.4555187	-0.1339007	-0.8049147	-0.3559292	188.922	213.557	-1230.049	0.1162802	4	OK	189.068	213.555	-1230.045	OK	178.069	262.346	-1230.735	OK	132.834	274.784	-1259.268	OK	139.107	210.139	-1263.443
2	Port 2: NDI 8700340  s/n:34802401	1028352136	1		0.7282644	-0.1710605	-0.6517757	0.1247306	-14.343	-36.714	-1237.02	0.1344797	4	OK	-168.674	-16.096	-1205.629	OK	-218.214	-11.769	-1200.759	OK	-266.656	15.277	-1206.678	Used OOV	-303.652	-27.23	-1182.84	Port 1: NDI 8700339  s/n:34801403	1028352136	1	OK	0.455806	-0.1340081	-0.8046861	-0.3560379	188.956	214.146	-1230.092	0.1183492	4	OK	189.1	214.146	-1230.097	OK	178.104	262.937	-1230.752	OK	132.86	275.395	-1259.253	OK	139.119	210.739	-1263.446
2	Port 2: NDI 8700340  s/n:34802401	1028352139	1		0.7264329	-0.1896694	-0.6488993	0.1234932	-13.872	-36.899	-1237.551	0.1062245	4	OK	-167.691	-11.359	-1207.241	OK	-217.106	-5.587	-1202.782	OK	-264.799	22.573	-1209.514	Used OOV	-302.986	-18.293	-1184.674	Port 1: NDI 8700339  s/n:34801403	1028352139	1	OK	0.4560397	-0.1327999	-0.8045433	-0.3565137	188.901	214.315	-1230.04	0.1127153	4	OK	189.045	214.312	-1230.026	OK	177.979	263.094	-1230.619	OK	132.711	275.525	-1259.093	OK	139.082	210.898	-1263.439
2	Port 2: NDI 8700340  s/n:34802401	1028352142	1		0.724783	-0.2096313	-0.645206	0.1202231	-13.412	-36.956	-1238.093	0.0914909	4	OK	-166.416	-5.772	-1208.931	OK	-215.646	1.66	-1204.929	OK	-262.391	31.139	-1212.454	Used OOV	-301.928	-7.837	-1186.673	Port 1: NDI 8700339  s/n:34801403	1028352142	1	OK	0.456034	-0.1320014	-0.8044766	-0.3569679	189.115	214.432	-1230.11	0.1153174	4	OK	189.262	214.431	-1230.102	OK	178.157	263.2	-1230.609	OK	132.885	275.644	-1259.117	OK	139.317	211.019	-1263.543
2	Port 2: NDI 8700340  s/n:34802401	1028352145	1		0.7225732	-0.2272652	-0.6425217	0.115777	-13.044	-37.3	-1238.616	0.0925676	4	OK	-165.182	-0.958	-1210.946	OK	-214.19	8.018	-1207.383	OK	-259.999	38.686	-1215.764	Used OOV	-300.808	1.493	-1189.385	Port 1: NDI 8700339  s/n:34801403	1028352145	1	OK	0.4564531	-0.1311766	-0.8042516	-0.357243	189.194	214.304	-1230.184	0.1110813	4	OK	189.335	214.3	-1230.174	OK	178.171	263.064	-1230.617	OK	132.881	275.48	-1259.082	OK	139.398	210.875	-1263.613
2	Port 2: NDI 8700340  s/n:34802401	1028352148	1		0.7203962	-0.2351971	-0.6427674	0.1120787	-13.342	-37.056	-1239.265	0.0982869	4	OK	-165.105	1.757	-1212.87	OK	-213.995	11.494	-1209.77	OK	-259.272	42.787	-1218.651	Used OOV	-300.811	6.385	-1192.253	Port 1: NDI 8700339  s/n:34801403	1028352148	1	OK	0.4563714	-0.1309505	-0.8038715	-0.3582844	189.114	214.324	-1230.038	0.1129184	4	OK	189.259	214.321	-1230.027	OK	178.127	263.09	-1230.368	OK	132.852	275.602	-1258.82	OK	139.319	211.007	-1263.486
2	Port 2: NDI 8700340  s/n:34802401	1028352151	1		0.7175037	-0.236719	-0.6459169	0.1092879	-13.965	-36.49	-1239.607	0.101575	4	OK	-165.824	2.891	-1214.67	OK	-214.722	12.804	-1212.098	OK	-259.781	44.286	-1221.364	Used OOV	-301.713	8.027	-1195.407	Port 1: NDI 8700339  s/n:34801403	1028352151	1	OK	0.456303	-0.1314116	-0.8035356	-0.3589556	189.075	214.471	-1229.934	0.1161559	4	OK	189.218	214.471	-1229.947	OK	178.158	263.251	-1230.195	OK	132.898	275.857	-1258.66	OK	139.266	211.259	-1263.35
2	Port 2: NDI 8700340  s/n:34802401	1028352154	1		0.7226879	-0.2365601	-0.6405096	0.1072804	-14.77	-37.163	-1243.686	0.0992828	4	OK	-166.03	3.077	-1216.559	OK	-214.802	13.295	-1213.216	OK	-259.793	45.084	-1221.79	Used OOV	-301.615	8.998	-1195.419	Port 1: NDI 8700339  s/n:34801403	1028352154	1	OK	0.4564886	-0.1320732	-0.803518	-0.3585159	189.042	214.819	-1229.564	0.1092268	4	OK	189.181	214.814	-1229.542	OK	178.15	263.606	-1229.92	OK	132.87	276.199	-1258.283	OK	139.208	211.594	-1262.954
2	Port 2: NDI 8700340  s/n:34802401	1028352157	1		0.7195369	-0.2382022	-0.643885	0.1045875	-15.547	-37.258	-1244.175	0.0976114	4	OK	-166.93	3.534	-1218.624	OK	-215.712	13.938	-1215.81	OK	-260.479	45.9	-1224.837	Used OOV	-302.703	9.953	-1198.917	Port 1: NDI 8700339  s/n:34801403	1028352157	1	OK	0.456833	-0.1331318	-0.8036009	-0.3574985	189.006	215.27	-1228.95	0.112491	4	OK	189.146	215.265	-1228.95	OK	178.134	264.063	-1229.391	OK	132.826	276.605	-1257.76	OK	139.118	211.981	-1262.241
2	Port 2: NDI 8700340  s/n:34802401	1028352160	1		0.7140643	-0.2403648	-0.6496233	0.1016195	-15.106	-37.433	-1243.499	0.0931697	4	OK	-166.772	3.857	-1220.581	OK	-215.567	14.414	-1218.603	OK	-260.072	46.52	-1228.429	Used OOV	-302.839	10.719	-1203.212	Port 1: NDI 8700339  s/n:34801403	1028352160	1	OK	0.4574287	-0.1326427	-0.8034465	-0.3572654	189.003	215.444	-1228.366	0.112757	4	OK	189.146	215.439	-1228.361	OK	178.064	264.223	-1228.785	OK	132.713	276.71	-1257.107	OK	139.09	212.1	-1261.622
2	Port 2: NDI 8700340  s/n:34802401	1028352163	1		0.7111935	-0.2426715	-0.6523182	0.0989711	-14.98	-37.436	-1243.865	0.0965639	4	OK	-166.651	4.613	-1222.383	OK	-215.413	15.409	-1220.883	OK	-259.657	47.728	-1231.134	Used OOV	-302.836	12.151	-1206.29	Port 1: NDI 8700339  s/n:34801403	1028352163	1	OK	0.4576338	-0.1321626	-0.8032021	-0.35773	189.072	215.451	-1228.393	0.1060362	4	OK	189.209	215.45	-1228.368	OK	178.123	264.23	-1228.76	OK	132.752	276.722	-1257.025	OK	139.154	212.135	-1261.668
2	Port 2: NDI 8700340  s/n:34802401	1028352166	1		0.7081812	-0.2461198	-0.6548055	0.0955726	-15.319	-37.074	-1244.284	0.0935168	4	OK	-166.87	6.144	-1224.353	OK	-215.568	17.312	-1223.333	OK	-259.461	49.956	-1234.078	Used OOV	-303.14	14.728	-1209.603	Port 1: NDI 8700339  s/n:34801403	1028352166	1	OK	0.4574868	-0.1324656	-0.8029218	-0.3584344	189.087	215.459	-1228.647	0.107405	4	OK	189.223	215.457	-1228.637	OK	178.199	264.251	-1228.949	OK	132.846	276.84	-1257.225	OK	139.167	212.238	-1261.91
2	Port 2: NDI 8700340  s/n:34802401	1028352169	1		0.7067561	-0.2473681	-0.656473	0.0913673	-15.784	-36.229	-1245.668	0.0982745	4	OK	-167.176	7.913	-1226.578	OK	-215.803	19.387	-1225.853	OK	-259.416	52.336	-1236.751	Used OOV	-303.496	17.34	-1212.693	Port 1: NDI 8700339  s/n:34801403	1028352169	1	OK	0.4568197	-0.1328916	-0.8027005	-0.3596212	189.138	215.557	-1228.757	0.121259	4	OK	189.29	215.553	-1228.764	OK	178.357	264.365	-1228.969	OK	133.059	277.122	-1257.318	OK	139.232	212.498	-1262.053
2	Port 2: NDI 8700340  s/n:34802401	1028352172	1	OK	0.7078089	-0.2494476	-0.6549851	0.0881874	-16.338	-35.716	-1248.35	0.0952808	4	OK	-167.346	9.629	-1228.965	OK	-215.872	21.502	-1228.135	OK	-259.225	54.824	-1238.932	OK	-303.538	20.142	-1214.855	Port 1: NDI 8700339  s/n:34801403	1028352172	1	OK	0.4566055	-0.1335499	-0.802709	-0.3596306	189.094	215.771	-1228.735	0.1129589	4	OK	189.24	215.766	-1228.722	OK	178.377	264.599	-1229	OK	133.087	277.379	-1257.308	OK	139.182	212.754	-1262.039
2	Port 2: NDI 8700340  s/n:34802401	1028352175	1	OK	0.7049226	-0.2484113	-0.6589628	0.0845221	-16.142	-34.766	-1249.029	0.0934276	4	OK	-167.292	10.677	-1231.067	OK	-215.814	22.613	-1230.697	OK	-259	56.053	-1241.796	OK	-303.621	21.3	-1218.403	Port 1: NDI 8700339  s/n:34801403	1028352175	1	OK	0.4565908	-0.1337393	-0.802539	-0.3599582	189.042	215.803	-1228.448	0.1127486	4	OK	189.188	215.799	-1228.436	OK	178.356	264.641	-1228.688	OK	133.075	277.455	-1256.981	OK	139.119	212.836	-1261.746
2	Port 2: NDI 8700340  s/n:34802401	1028352178	1	OK	0.701582	-0.2487064	-0.6629222	0.0803865	-16.028	-35.101	-1249.19	0.0916933	4	OK	-167.216	10.832	-1232.864	OK	-215.704	22.936	-1233.047	OK	-258.625	56.596	-1244.523	OK	-303.642	21.906	-1221.809	Port 1: NDI 8700339  s/n:34801403	1028352178	1	OK	0.4567476	-0.1333755	-0.8024457	-0.3601021	188.999	215.65	-1228.438	0.1176133	4	OK	189.146	215.652	-1228.441	OK	178.285	264.474	-1228.63	OK	132.998	277.3	-1256.941	OK	139.077	212.673	-1261.725
2	Port 2: NDI 8700340  s/n:34802401	1028352181	1	OK	0.6982416	-0.2485078	-0.6668456	0.0775848	-16.275	-34.919	-1249.138	0.0915023	4	OK	-167.585	11.146	-1234.398	OK	-216.053	23.315	-1235.059	OK	-258.8	57.043	-1246.939	OK	-304.116	22.355	-1224.845	Port 1: NDI 8700339  s/n:34801403	1028352181	1	OK	0.4565825	-0.1337366	-0.8025038	-0.360048	188.904	215.651	-1228.442	0.1134332	4	OK	189.051	215.649	-1228.428	OK	178.223	264.482	-1228.675	OK	132.94	277.317	-1256.966	OK	138.982	212.695	-1261.74
2	Port 2: NDI 8700340  s/n:34802401	1028352184	1	OK	0.6960157	-0.2496175	-0.6690233	0.0752402	-16.338	-34.805	-1249.434	0.0935183	4	OK	-167.596	11.756	-1235.752	OK	-216.033	24.075	-1236.802	OK	-258.564	57.967	-1248.937	OK	-304.147	23.408	-1227.204	Port 1: NDI 8700339  s/n:34801403	1028352184	1	OK	0.4562216	-0.1336995	-0.8025016	-0.3605238	188.927	215.627	-1228.398	0.1136551	4	OK	189.076	215.622	-1228.389	OK	178.282	264.464	-1228.596	OK	133.016	277.351	-1256.929	OK	139.029	212.727	-1261.731
2	Port 2: NDI 8700340  s/n:34802401	1028352187	1	OK	0.6978342	-0.2471924	-0.6679749	0.0757159	-16.795	-33.821	-1251.393	0.0935096	4	OK	-168.142	12.215	-1236.871	OK	-216.609	24.399	-1237.653	OK	-259.302	58.197	-1249.488	OK	-304.677	23.411	-1227.666	Port 1: NDI 8700339  s/n:34801403	1028352187	1	OK	0.4561085	-0.1338382	-0.8024878	-0.3606463	188.976	215.721	-1228.576	0.1147492	4	OK	189.124	215.719	-1228.571	OK	178.348	264.562	-1228.771	OK	133.099	277.472	-1257.109	OK	139.082	212.842	-1261.91
2	Port 2: NDI 8700340  s/n:34802401	1028352190	1	OK	0.6969807	-0.2460815	-0.669284	0.0756353	-16.877	-33.38	-1251.782	0.092947	4	OK	-168.358	12.319	-1237.645	OK	-216.852	24.385	-1238.496	OK	-259.583	58.101	-1250.433	OK	-304.955	23.211	-1228.802	Port 1: NDI 8700339  s/n:34801403	1028352190	1	OK	0.4563003	-0.1340896	-0.8025818	-0.3601006	189.031	215.982	-1228.646	0.1125304	4	OK	189.174	215.98	-1228.633	OK	178.384	264.823	-1228.907	OK	133.128	277.684	-1257.205	OK	139.122	213.054	-1261.956
2	Port 2: NDI 8700340  s/n:34802401	1028352193	1	OK	0.6978824	-0.24725	-0.667827	0.0763852	-17.18	-33.585	-1252.56	0.0873209	4	OK	-168.547	12.351	-1238.005	OK	-217.029	24.485	-1238.737	OK	-259.763	58.248	-1250.604	OK	-305.095	23.451	-1228.724	Port 1: NDI 8700339  s/n:34801403	1028352193	1	OK	0.4562109	-0.1335373	-0.8025225	-0.3605511	189.035	215.971	-1228.563	0.1157431	4	OK	189.183	215.976	-1228.557	OK	178.377	264.801	-1228.753	OK	133.12	277.689	-1257.092	OK	139.141	213.061	-1261.904
2	Port 2: NDI 8700340  s/n:34802401	1028352196	1	OK	0.6997945	-0.2465086	-0.6660343	0.0769382	-18.03	-33.695	-1253.847	0.0927673	4	OK	-169.344	12.141	-1238.423	OK	-217.837	24.246	-1238.885	OK	-260.645	57.986	-1250.478	OK	-305.847	23.151	-1228.388	Port 1: NDI 8700339  s/n:34801403	1028352196	1	OK	0.4563759	-0.1336478	-0.8025033	-0.360344	189.024	215.982	-1228.573	0.1106663	4	OK	189.164	215.982	-1228.563	OK	178.356	264.815	-1228.788	OK	133.092	277.68	-1257.091	OK	139.125	213.054	-1261.892
2	Port 2: NDI 8700340  s/n:34802401	1028352199	1	OK	0.6985827	-0.2447725	-0.6679659	0.0767476	-18.721	-33.728	-1253.882	0.0886251	4	OK	-170.237	11.589	-1238.981	OK	-218.771	23.539	-1239.603	OK	-261.644	57.174	-1251.303	OK	-306.821	22.143	-1229.485	Port 1: NDI 8700339  s/n:34801403	1028352199	1	OK	0.4564256	-0.1339663	-0.8023524	-0.3604986	188.978	215.967	-1228.386	0.1147569	4	OK	189.124	215.965	-1228.38	OK	178.34	264.804	-1228.587	OK	133.072	277.711	-1256.884	OK	139.063	213.075	-1261.681
2	Port 2: NDI 8700340  s/n:34802401	1028352202	1	OK	0.7003057	-0.2444064	-0.666455	0.0753337	-19.929	-34.996	-1255.265	0.0892171	4	OK	-171.285	10.65	-1239.659	OK	-219.771	22.725	-1240.049	OK	-262.613	56.51	-1251.501	OK	-307.795	21.51	-1229.61	Port 1: NDI 8700339  s/n:34801403	1028352202	1	OK	0.4565597	-0.1339435	-0.8023383	-0.3603688	189.035	215.774	-1228.242	0.1139841	4	OK	189.182	215.773	-1228.234	OK	178.385	264.609	-1228.45	OK	133.109	277.493	-1256.733	OK	139.11	212.87	-1261.526
