Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	Port 1: NDI 8700449  s/n:3532DC02	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz
2	Port 2: NDI 8700340  s/n:34802401	1028377120	1		0.7096652	-0.0416857	-0.6768043	0.1912421	33.176	60.415	-1058.719	0.2295522	4	OK	-120.597	34.456	-1028.59	OK	-169.341	24.441	-1024.008	OK	-223.409	37.563	-1028.374	Used OOV	-247.039	-15.656	-1009.635	Port 1: NDI 8700449  s/n:3532DC02	1028377120	1	OK	0.5857408	-0.6855098	-0.3194886	-0.2913951	94.105	150.177	-1094.156	0.1624089	4	OK	94.032	150.113	-1094.111	OK	131.923	173.661	-1127.671	OK	96.252	238.215	-1106.904	OK	67.453	189.201	-1077.448
2	Port 2: NDI 8700340  s/n:34802401	1028377123	1		0.7096735	-0.0414141	-0.6769607	0.1907162	33.29	60.531	-1058.636	0.2406494	4	OK	-120.5	34.596	-1028.573	OK	-169.243	24.591	-1023.978	OK	-223.307	37.732	-1028.358	Used OOV	-246.962	-15.487	-1009.689	Port 1: NDI 8700449  s/n:3532DC02	1028377123	1	OK	0.5857506	-0.6855807	-0.3192446	-0.291476	94.245	150.253	-1094.053	0.1639798	4	OK	94.172	150.19	-1093.998	OK	132.06	173.728	-1127.575	OK	96.431	238.288	-1106.784	OK	67.622	189.288	-1077.348
2	Port 2: NDI 8700340  s/n:34802401	1028377126	1		0.7095207	-0.0414342	-0.6771029	0.1907753	33.384	60.588	-1058.514	0.2385503	4	OK	-120.414	34.634	-1028.51	OK	-169.162	24.623	-1023.939	OK	-223.225	37.762	-1028.341	Used OOV	-246.872	-15.463	-1009.677	Port 1: NDI 8700449  s/n:3532DC02	1028377126	1	OK	0.5857182	-0.6856963	-0.3189894	-0.2915486	94.375	150.307	-1093.937	0.1637168	4	OK	94.298	150.236	-1093.87	OK	132.191	173.767	-1127.472	OK	96.608	238.348	-1106.667	OK	67.778	189.35	-1077.233
2	Port 2: NDI 8700340  s/n:34802401	1028377129	1		0.7097893	-0.0411875	-0.6767794	0.1909772	33.294	60.569	-1058.54	0.2347126	4	OK	-120.466	34.541	-1028.387	OK	-169.202	24.506	-1023.785	OK	-223.271	37.621	-1028.126	Used OOV	-246.881	-15.622	-1009.436	Port 1: NDI 8700449  s/n:3532DC02	1028377129	1	OK	0.5858958	-0.6855179	-0.3188858	-0.2917245	94.297	150.249	-1093.971	0.1685139	4	OK	94.224	150.181	-1093.913	OK	132.135	173.715	-1127.495	OK	96.539	238.297	-1106.645	OK	67.691	189.292	-1077.233
2	Port 2: NDI 8700340  s/n:34802401	1028377132	1		0.7101558	-0.0410363	-0.6763571	0.1911437	33.152	60.6	-1058.614	0.2370457	4	OK	-120.559	34.537	-1028.282	OK	-169.292	24.489	-1023.612	OK	-223.376	37.583	-1027.897	Used OOV	-246.951	-15.657	-1009.174	Port 1: NDI 8700449  s/n:3532DC02	1028377132	1	OK	0.5857237	-0.6854022	-0.3193631	-0.2918198	94.067	150.215	-1094.165	0.1600769	4	OK	93.998	150.153	-1094.13	OK	131.912	173.682	-1127.643	OK	96.268	238.263	-1106.871	OK	67.435	189.251	-1077.452
2	Port 2: NDI 8700340  s/n:34802401	1028377135	1		0.7098023	-0.0405967	-0.6767606	0.1911223	33.251	60.872	-1058.432	0.2423448	4	OK	-120.473	34.673	-1028.26	OK	-169.196	24.586	-1023.63	OK	-223.279	37.644	-1027.962	Used OOV	-246.84	-15.631	-1009.3	Port 1: NDI 8700449  s/n:3532DC02	1028377135	1	OK	0.585557	-0.6856216	-0.319467	-0.291525	94.039	150.305	-1094.233	0.1625232	4	OK	93.967	150.244	-1094.193	OK	131.876	173.762	-1127.746	OK	96.218	238.341	-1107.006	OK	67.398	189.345	-1077.537
2	Port 2: NDI 8700340  s/n:34802401	1028377138	1		0.7094643	-0.0408071	-0.6771192	0.1910621	33.425	61.115	-1058.339	0.2405859	4	OK	-120.337	34.953	-1028.324	OK	-169.066	24.875	-1023.749	OK	-223.143	37.944	-1028.135	Used OOV	-246.736	-15.322	-1009.493	Port 1: NDI 8700449  s/n:3532DC02	1028377138	1	OK	0.5854393	-0.6858215	-0.3194888	-0.2912672	94.214	150.513	-1094.17	0.1654316	4	OK	94.144	150.449	-1094.125	OK	132.032	173.952	-1127.712	OK	96.373	238.541	-1106.988	OK	67.577	189.563	-1077.495
2	Port 2: NDI 8700340  s/n:34802401	1028377141	1		0.7089093	-0.0407061	-0.6776331	0.1913219	33.669	61.496	-1058.18	0.2350889	4	OK	-120.111	35.218	-1028.377	OK	-168.848	25.104	-1023.883	OK	-222.927	38.132	-1028.337	Used OOV	-246.499	-15.149	-1009.726	Port 1: NDI 8700449  s/n:3532DC02	1028377141	1	OK	0.5852665	-0.6863445	-0.3191851	-0.2907149	94.541	150.795	-1093.993	0.1693544	4	OK	94.468	150.732	-1093.938	OK	132.325	174.196	-1127.619	OK	96.704	238.806	-1106.901	OK	67.93	189.866	-1077.328
2	Port 2: NDI 8700340  s/n:34802401	1028377144	1		0.7079601	-0.0400707	-0.6785412	0.1917514	34.073	61.819	-1057.778	0.2407397	4	OK	-119.725	35.232	-1028.35	OK	-168.45	25.021	-1023.96	OK	-222.543	37.942	-1028.539	Used OOV	-246.064	-15.388	-1010.016	Port 1: NDI 8700449  s/n:3532DC02	1028377144	1	OK	0.5850115	-0.6868989	-0.3189113	-0.2902189	94.935	151.094	-1093.746	0.1579048	4	OK	94.863	151.034	-1093.702	OK	132.676	174.445	-1127.427	OK	97.112	239.096	-1106.767	OK	68.362	190.183	-1077.091
2	Port 2: NDI 8700340  s/n:34802401	1028377147	1		0.7087712	-0.0409819	-0.6776676	0.1916519	34.247	61.233	-1057.94	0.2357264	4	OK	-119.539	34.958	-1028.163	OK	-168.272	24.836	-1023.677	OK	-222.354	37.861	-1028.16	Used OOV	-245.927	-15.419	-1009.509	Port 1: NDI 8700449  s/n:3532DC02	1028377147	1	OK	0.5848197	-0.6872626	-0.3188882	-0.2897695	95.099	151.39	-1093.701	0.1646882	4	OK	95.025	151.326	-1093.655	OK	132.82	174.716	-1127.439	OK	97.251	239.376	-1106.807	OK	68.525	190.499	-1077.059
2	Port 2: NDI 8700340  s/n:34802401	1028377150	1		0.7091475	-0.0417839	-0.6771302	0.1919859	34.488	60.782	-1057.876	0.2343914	4	OK	-119.291	34.676	-1027.9	OK	-168.026	24.614	-1023.348	OK	-222.108	37.671	-1027.803	Used OOV	-245.693	-15.561	-1009.032	Port 1: NDI 8700449  s/n:3532DC02	1028377150	1	OK	0.5844886	-0.6876139	-0.3188966	-0.2895949	95.218	151.676	-1093.694	0.1615092	4	OK	95.142	151.61	-1093.644	OK	132.932	174.962	-1127.462	OK	97.386	239.656	-1106.887	OK	68.662	190.8	-1077.092
2	Port 2: NDI 8700340  s/n:34802401	1028377153	1		0.7095974	-0.0415129	-0.6765973	0.192261	34.532	60.751	-1057.854	0.23987	4	OK	-119.183	34.571	-1027.651	OK	-167.911	24.48	-1023.009	OK	-222.004	37.497	-1027.393	Used OOV	-245.541	-15.731	-1008.584	Port 1: NDI 8700449  s/n:3532DC02	1028377153	1	OK	0.584991	-0.6873588	-0.3177505	-0.2904447	95.434	151.597	-1093.501	0.1699246	4	OK	95.36	151.533	-1093.445	OK	133.192	174.875	-1127.241	OK	97.781	239.591	-1106.494	OK	68.96	190.749	-1076.807
2	Port 2: NDI 8700340  s/n:34802401	1028377156	1		0.7098481	-0.0424756	-0.6764797	0.1915374	34.631	60.096	-1057.625	0.2353362	4	OK	-119.143	34.303	-1027.396	OK	-167.896	24.33	-1022.756	OK	-221.964	37.479	-1027.133	Used OOV	-245.623	-15.682	-1008.301	Port 1: NDI 8700449  s/n:3532DC02	1028377156	1	OK	0.5849576	-0.6870048	-0.3182306	-0.2908234	95.116	151.392	-1093.73	0.1632645	4	OK	95.048	151.33	-1093.689	OK	132.896	174.693	-1127.395	OK	97.438	239.394	-1106.693	OK	68.615	190.53	-1077.058
2	Port 2: NDI 8700340  s/n:34802401	1028377159	1		0.709951	-0.041961	-0.6762666	0.1920218	34.622	60.03	-1057.516	0.2322082	4	OK	-119.098	34.033	-1027.178	OK	-167.836	23.993	-1022.516	OK	-221.919	37.081	-1026.851	Used OOV	-245.494	-16.123	-1007.999	Port 1: NDI 8700449  s/n:3532DC02	1028377159	1	OK	0.5850198	-0.6869723	-0.3182907	-0.2907095	94.995	151.329	-1093.835	0.1675535	4	OK	94.923	151.264	-1093.786	OK	132.78	174.645	-1127.52	OK	97.299	239.332	-1106.801	OK	68.465	190.456	-1077.147
2	Port 2: NDI 8700340  s/n:34802401	1028377162	1		0.7098485	-0.0409854	-0.6763879	0.1921841	34.577	60.51	-1057.347	0.2338981	4	OK	-119.098	34.229	-1027.03	OK	-167.82	24.113	-1022.371	OK	-221.925	37.11	-1026.689	Used OOV	-245.414	-16.15	-1007.901	Port 1: NDI 8700449  s/n:3532DC02	1028377162	1	OK	0.5851498	-0.6868467	-0.3179031	-0.2911683	95.093	151.271	-1093.698	0.1705353	4	OK	95.012	151.205	-1093.635	OK	132.902	174.585	-1127.359	OK	97.477	239.283	-1106.583	OK	68.613	190.404	-1076.999
2	Port 2: NDI 8700340  s/n:34802401	1028377165	1		0.7091546	-0.038195	-0.6764143	0.195204	34.197	62.546	-1057.269	0.2428519	4	OK	-119.246	34.995	-1026.905	OK	-167.875	24.465	-1022.203	OK	-222.089	37.014	-1026.522	Used OOV	-245.132	-16.433	-1007.718	Port 1: NDI 8700449  s/n:3532DC02	1028377165	1	OK	0.5853274	-0.6866366	-0.3180368	-0.2911607	95.003	151.099	-1093.7	0.1687367	4	OK	94.927	151.038	-1093.646	OK	132.808	174.437	-1127.344	OK	97.35	239.116	-1106.55	OK	68.498	190.216	-1076.983
2	Port 2: NDI 8700340  s/n:34802401	1028377168	1		0.7086103	-0.0373694	-0.6764919	0.1970624	34.071	63.905	-1057.103	0.2395552	4	OK	-119.273	35.786	-1026.757	OK	-167.856	25.068	-1022.067	OK	-222.127	37.396	-1026.417	Used OOV	-244.961	-16.114	-1007.55	Port 1: NDI 8700449  s/n:3532DC02	1028377168	1	OK	0.5852689	-0.6868959	-0.3180202	-0.2906845	95.144	151.095	-1093.592	0.1620113	4	OK	95.069	151.03	-1093.543	OK	132.907	174.431	-1127.271	OK	97.457	239.105	-1106.511	OK	68.642	190.211	-1076.876
2	Port 2: NDI 8700340  s/n:34802401	1028377171	1		0.7081439	-0.0364139	-0.6765731	0.198633	34.126	64.947	-1056.989	0.2377606	4	OK	-119.123	36.278	-1026.656	OK	-167.666	25.396	-1021.978	OK	-221.977	37.517	-1026.348	Used OOV	-244.62	-16.075	-1007.441	Port 1: NDI 8700449  s/n:3532DC02	1028377171	1	OK	0.5854702	-0.6870794	-0.3172928	-0.2906404	95.572	151.305	-1093.311	0.1770231	4	OK	95.498	151.243	-1093.249	OK	133.329	174.611	-1127.04	OK	97.943	239.311	-1106.175	OK	69.126	190.451	-1076.562
2	Port 2: NDI 8700340  s/n:34802401	1028377174	1		0.7076536	-0.0361721	-0.6768442	0.199499	34.34	65.396	-1056.772	0.2321016	4	OK	-118.883	36.479	-1026.548	OK	-167.421	25.513	-1021.921	OK	-221.739	37.538	-1026.337	Used OOV	-244.302	-16.081	-1007.408	Port 1: NDI 8700449  s/n:3532DC02	1028377174	1	OK	0.5854517	-0.6873728	-0.3167667	-0.2905577	95.86	151.462	-1093.091	0.1634455	4	OK	95.784	151.396	-1093.046	OK	133.6	174.741	-1126.84	OK	98.3	239.474	-1105.986	OK	69.458	190.621	-1076.302
2	Port 2: NDI 8700340  s/n:34802401	1028377177	1		0.7065332	-0.0308765	-0.6768966	0.2041285	34.211	67.971	-1056.631	0.2277484	4	OK	-118.56	36.853	-1026.306	OK	-166.935	25.191	-1021.664	OK	-221.418	36.444	-1026.007	Used OOV	-243.21	-17.501	-1007.126	Port 1: NDI 8700449  s/n:3532DC02	1028377177	1	OK	0.585379	-0.6874786	-0.3168922	-0.2903168	95.922	151.635	-1093.152	0.1667946	4	OK	95.849	151.579	-1093.11	OK	133.651	174.903	-1126.921	OK	98.324	239.635	-1106.082	OK	69.509	190.797	-1076.375
2	Port 2: NDI 8700340  s/n:34802401	1028377180	1		0.7059939	-0.032015	-0.6770676	0.2052488	34.637	68.442	-1056.261	0.23634	4	OK	-118.17	37.375	-1026.057	OK	-166.543	25.716	-1021.421	OK	-221.025	36.942	-1025.892	Used OOV	-242.828	-16.953	-1006.874	Port 1: NDI 8700449  s/n:3532DC02	1028377180	1	OK	0.5851953	-0.6877539	-0.3158758	-0.2911417	96.558	151.802	-1092.748	0.1660793	4	OK	96.486	151.741	-1092.702	OK	134.335	174.99	-1126.503	OK	99.189	239.806	-1105.627	OK	70.263	191.026	-1075.963
2	Port 2: NDI 8700340  s/n:34802401	1028377183	1		0.7062933	-0.0311541	-0.676347	0.2067218	34.736	69.01	-1056.188	0.2364361	4	OK	-117.919	37.502	-1025.666	OK	-166.243	25.704	-1020.926	OK	-220.775	36.757	-1025.309	Used OOV	-242.37	-17.187	-1006.192	Port 1: NDI 8700449  s/n:3532DC02	1028377183	1	OK	0.5850619	-0.6882224	-0.3160172	-0.2901475	96.602	152.059	-1092.766	0.1701357	4	OK	96.525	151.995	-1092.709	OK	134.323	175.239	-1126.622	OK	99.134	240.05	-1105.776	OK	70.277	191.278	-1075.994
2	Port 2: NDI 8700340  s/n:34802401	1028377186	1		0.7063837	-0.0325468	-0.6760122	0.2072926	35.21	68.46	-1055.834	0.2293354	4	OK	-117.475	37.217	-1025.205	OK	-165.821	25.482	-1020.452	OK	-220.328	36.583	-1024.844	Used OOV	-241.996	-17.279	-1005.571	Port 1: NDI 8700449  s/n:3532DC02	1028377186	1	OK	0.5849127	-0.6885663	-0.3154244	-0.2902775	97.027	152.397	-1092.52	0.160138	4	OK	96.956	152.333	-1092.481	OK	134.742	175.521	-1126.383	OK	99.663	240.383	-1105.555	OK	70.771	191.652	-1075.733
2	Port 2: NDI 8700340  s/n:34802401	1028377189	1		0.7059124	-0.0357238	-0.6768893	0.205505	36.181	66.857	-1054.903	0.2313199	4	OK	-116.808	36.667	-1024.73	OK	-165.242	25.263	-1020.105	OK	-219.671	36.715	-1024.707	Used OOV	-241.738	-16.969	-1005.415	Port 1: NDI 8700449  s/n:3532DC02	1028377189	1	OK	0.5844084	-0.6894076	-0.3161283	-0.2885254	97.145	152.755	-1092.521	0.1615988	4	OK	97.069	152.69	-1092.478	OK	134.763	175.86	-1126.536	OK	99.572	240.708	-1105.849	OK	70.817	191.999	-1075.799
2	Port 2: NDI 8700340  s/n:34802401	1028377192	1		0.7065644	-0.0373498	-0.6767998	0.2032579	37.035	65.286	-1054.555	0.2248516	4	OK	-116.117	35.942	-1024.37	OK	-164.61	24.796	-1019.764	OK	-218.978	36.567	-1024.333	Used OOV	-241.345	-17.005	-1005.077	Port 1: NDI 8700449  s/n:3532DC02	1028377192	1	OK	0.5844229	-0.6897401	-0.3155086	-0.2883795	97.686	153.085	-1092.232	0.1741924	4	OK	97.613	153.024	-1092.172	OK	135.287	176.146	-1126.305	OK	100.167	241.023	-1105.552	OK	71.415	192.367	-1075.508
2	Port 2: NDI 8700340  s/n:34802401	1028377195	1	OK	0.7070003	-0.0389481	-0.6767972	0.2014426	37.794	63.454	-1054.237	0.2259703	4	OK	-115.502	34.854	-1024.089	OK	-164.061	23.95	-1019.495	OK	-218.357	35.987	-1024.072	OK	-241	-17.487	-1004.83	Port 1: NDI 8700449  s/n:3532DC02	1028377195	1	OK	0.5843561	-0.6899921	-0.3149399	-0.2885338	98.064	153.214	-1091.975	0.1626283	4	OK	97.992	153.156	-1091.933	OK	135.662	176.23	-1126.047	OK	100.638	241.156	-1105.302	OK	71.861	192.519	-1075.229
2	Port 2: NDI 8700340  s/n:34802401	1028377198	1	OK	0.7066308	-0.0376407	-0.6775823	0.2003458	38.349	62.211	-1053.771	0.2302404	4	OK	-114.971	33.434	-1023.912	OK	-163.523	22.501	-1019.398	OK	-217.831	34.521	-1024.006	OK	-240.466	-19.023	-1004.987	Port 1: NDI 8700449  s/n:3532DC02	1028377198	1	OK	0.5843063	-0.6900065	-0.3151953	-0.2883211	98.053	153.284	-1091.974	0.1616813	4	OK	97.978	153.22	-1091.931	OK	135.644	176.315	-1126.057	OK	100.584	241.224	-1105.34	OK	71.817	192.576	-1075.232
2	Port 2: NDI 8700340  s/n:34802401	1028377201	1	OK	0.7059722	-0.038307	-0.6788325	0.1982984	39.121	60.2	-1053.195	0.2318081	4	OK	-114.396	31.881	-1023.874	OK	-162.991	21.107	-1019.532	OK	-217.241	33.324	-1024.282	OK	-240.116	-20.184	-1005.456	Port 1: NDI 8700449  s/n:3532DC02	1028377201	1	OK	0.5844247	-0.69009	-0.3149068	-0.2881964	98.028	153.226	-1092.037	0.1670709	4	OK	97.952	153.165	-1091.99	OK	135.611	176.254	-1126.149	OK	100.572	241.162	-1105.388	OK	71.807	192.525	-1075.271
2	Port 2: NDI 8700340  s/n:34802401	1028377204	1	OK	0.7058119	-0.0361688	-0.6798528	0.1957591	39.468	58.608	-1052.796	0.2425828	4	OK	-114.09	30.173	-1023.836	OK	-162.702	19.396	-1019.585	OK	-216.938	31.669	-1024.328	OK	-239.862	-21.947	-1005.895	Port 1: NDI 8700449  s/n:3532DC02	1028377204	1	OK	0.584341	-0.6895397	-0.3158794	-0.2886188	97.476	152.94	-1092.386	0.1656922	4	OK	97.407	152.876	-1092.343	OK	135.093	176.012	-1126.406	OK	99.941	240.886	-1105.706	OK	71.184	192.212	-1075.676
2	Port 2: NDI 8700340  s/n:34802401	1028377207	1	OK	0.7059288	-0.0382569	-0.6805123	0.192624	40.014	55.768	-1052.463	0.2315161	4	OK	-113.793	28.404	-1023.816	OK	-162.499	17.971	-1019.699	OK	-216.635	30.649	-1024.499	OK	-239.978	-22.831	-1006.191	Port 1: NDI 8700449  s/n:3532DC02	1028377207	1	OK	0.58436	-0.6892415	-0.3163919	-0.2887312	97.066	152.716	-1092.621	0.1645152	4	OK	96.998	152.653	-1092.578	OK	134.694	175.827	-1126.604	OK	99.479	240.661	-1105.928	OK	70.723	191.964	-1075.927
2	Port 2: NDI 8700340  s/n:34802401	1028377210	1	OK	0.7055049	-0.0372493	-0.6816642	0.1902871	40.666	53.8	-1052.158	0.2581632	4	OK	-113.253	26.552	-1023.98	OK	-161.969	16.177	-1019.941	OK	-216.076	28.974	-1024.84	OK	-239.547	-24.557	-1006.848	Port 1: NDI 8700449  s/n:3532DC02	1028377210	1	OK	0.5842814	-0.6888421	-0.3171407	-0.2890218	96.618	152.441	-1092.902	0.1683865	4	OK	96.549	152.38	-1092.859	OK	134.28	175.583	-1126.823	OK	98.964	240.39	-1106.189	OK	70.222	191.668	-1076.251
2	Port 2: NDI 8700340  s/n:34802401	1028377213	1	OK	0.7050571	-0.0330943	-0.6821518	0.1909665	40.735	53.244	-1052.13	0.2579618	4	OK	-112.978	24.808	-1024.044	OK	-161.632	14.068	-1020.039	OK	-215.825	26.52	-1024.856	OK	-238.921	-27.247	-1007.134	Port 1: NDI 8700449  s/n:3532DC02	1028377213	1	OK	0.5842728	-0.6887791	-0.3176922	-0.2885832	96.4	152.27	-1093.032	0.1726836	4	OK	96.325	152.207	-1092.981	OK	134.043	175.447	-1126.971	OK	98.634	240.214	-1106.365	OK	69.949	191.47	-1076.404
2	Port 2: NDI 8700340  s/n:34802401	1028377216	1	OK	0.7053554	-0.033262	-0.6820581	0.1901688	40.935	51.69	-1052.337	0.2641793	4	OK	-112.813	23.452	-1024.215	OK	-161.472	12.79	-1020.183	OK	-215.652	25.33	-1024.982	OK	-238.818	-28.435	-1007.29	Port 1: NDI 8700449  s/n:3532DC02	1028377216	1	OK	0.5842594	-0.6887577	-0.3176357	-0.2887237	96.398	152.211	-1093.024	0.1666818	4	OK	96.321	152.145	-1092.978	OK	134.049	175.388	-1126.949	OK	98.66	240.161	-1106.354	OK	69.953	191.409	-1076.388
2	Port 2: NDI 8700340  s/n:34802401	1028377219	1	OK	0.7053437	-0.0308422	-0.6822934	0.1897757	40.858	51.047	-1052.43	0.2729907	4	OK	-112.792	22.274	-1024.349	OK	-161.427	11.455	-1020.309	OK	-215.638	23.862	-1025.045	OK	-238.651	-30.029	-1007.56	Port 1: NDI 8700449  s/n:3532DC02	1028377219	1	OK	0.5841023	-0.6887804	-0.3178808	-0.2887175	96.297	152.149	-1093.096	0.1708249	4	OK	96.215	152.083	-1093.03	OK	133.958	175.327	-1127.031	OK	98.547	240.096	-1106.455	OK	69.832	191.34	-1076.496
2	Port 2: NDI 8700340  s/n:34802401	1028377222	1	OK	0.7050609	-0.0284025	-0.6825463	0.1902969	40.694	50.852	-1052.576	0.2766694	4	OK	-112.833	21.356	-1024.547	OK	-161.415	10.321	-1020.517	OK	-215.682	22.518	-1025.215	OK	-238.457	-31.518	-1007.877	Port 1: NDI 8700449  s/n:3532DC02	1028377222	1	OK	0.5843155	-0.6883586	-0.318017	-0.2891419	96.142	152.002	-1093.179	0.1684631	4	OK	96.067	151.94	-1093.129	OK	133.822	175.207	-1127.044	OK	98.387	239.958	-1106.447	OK	69.67	191.184	-1076.563
2	Port 2: NDI 8700340  s/n:34802401	1028377225	1	OK	0.7076173	-0.0369916	-0.6819516	0.1812497	41.755	45.81	-1053.02	0.2732134	4	OK	-112.46	20.236	-1024.907	OK	-161.306	10.436	-1020.865	OK	-215.237	24.009	-1025.519	OK	-239.386	-29.424	-1008.179	Port 1: NDI 8700449  s/n:3532DC02	1028377225	1	OK	0.5841278	-0.6882176	-0.3184447	-0.2893858	95.939	151.916	-1093.297	0.1599614	4	OK	95.87	151.855	-1093.262	OK	133.637	175.125	-1127.113	OK	98.175	239.871	-1106.587	OK	69.442	191.092	-1076.709
2	Port 2: NDI 8700340  s/n:34802401	1028377228	1	OK	0.7061586	-0.0315228	-0.6836742	0.1814826	41.786	46.274	-1052.942	0.3020868	4	OK	-112.273	19.169	-1025.442	OK	-161.044	8.942	-1021.515	OK	-215.083	22.092	-1026.26	OK	-238.81	-31.686	-1009.402	Port 1: NDI 8700449  s/n:3532DC02	1028377228	1	OK	0.5843013	-0.6881692	-0.3182836	-0.2893279	95.954	151.922	-1093.292	0.1665921	4	OK	95.886	151.86	-1093.245	OK	133.648	175.141	-1127.126	OK	98.187	239.88	-1106.544	OK	69.457	191.096	-1076.687
2	Port 2: NDI 8700340  s/n:34802401	1028377231	1	OK	0.7047714	-0.0297926	-0.6851295	0.1816792	41.742	46.216	-1052.986	0.300236	4	OK	-112.319	18.544	-1026.066	OK	-161.063	8.144	-1022.331	OK	-215.138	21.128	-1027.217	OK	-238.745	-32.76	-1010.58	Port 1: NDI 8700449  s/n:3532DC02	1028377231	1	OK	0.5842057	-0.6881546	-0.3182862	-0.2895528	95.968	151.916	-1093.241	0.1651746	4	OK	95.894	151.853	-1093.189	OK	133.686	175.126	-1127.063	OK	98.236	239.879	-1106.493	OK	69.476	191.089	-1076.642
2	Port 2: NDI 8700340  s/n:34802401	1028377234	1	OK	0.70365	-0.0290272	-0.6865872	0.1806439	41.712	46.237	-1053.029	0.293653	4	OK	-112.436	18.471	-1026.704	OK	-161.199	8.061	-1023.185	OK	-215.244	21.056	-1028.2	OK	-238.908	-32.89	-1011.801	Port 1: NDI 8700449  s/n:3532DC02	1028377234	1	OK	0.584259	-0.6881092	-0.3183462	-0.2894873	95.927	151.906	-1093.295	0.167567	4	OK	95.853	151.846	-1093.243	OK	133.64	175.126	-1127.119	OK	98.174	239.867	-1106.541	OK	69.427	191.076	-1076.695
2	Port 2: NDI 8700340  s/n:34802401	1028377237	1	OK	0.702795	-0.0303783	-0.6878142	0.1790754	41.725	46.274	-1053.037	0.296121	4	OK	-112.617	19.062	-1027.27	OK	-161.426	8.821	-1023.919	OK	-215.412	22.022	-1029.119	OK	-239.324	-31.84	-1012.84	Port 1: NDI 8700449  s/n:3532DC02	1028377237	1	OK	0.5842623	-0.6880881	-0.3182198	-0.2896697	95.968	151.905	-1093.274	0.1680197	4	OK	95.895	151.842	-1093.222	OK	133.693	175.117	-1127.088	OK	98.248	239.868	-1106.499	OK	69.481	191.082	-1076.669
2	Port 2: NDI 8700340  s/n:34802401	1028377240	1	OK	0.7021221	-0.0334943	-0.6886189	0.1780635	41.692	46.296	-1053.05	0.2867612	4	OK	-112.875	19.986	-1027.699	OK	-161.754	10.029	-1024.504	OK	-215.648	23.505	-1029.898	OK	-239.903	-30.189	-1013.546	Port 1: NDI 8700449  s/n:3532DC02	1028377240	1	OK	0.5842289	-0.6880813	-0.3183329	-0.2896289	95.943	151.918	-1093.302	0.1697829	4	OK	95.873	151.855	-1093.239	OK	133.661	175.133	-1127.12	OK	98.209	239.88	-1106.531	OK	69.448	191.093	-1076.718
2	Port 2: NDI 8700340  s/n:34802401	1028377243	1	OK	0.701625	-0.0321071	-0.6881481	0.1820541	40.421	48.274	-1053.518	0.2828673	4	OK	-113.924	20.878	-1027.948	OK	-162.72	10.555	-1024.691	OK	-216.718	23.602	-1030.085	OK	-240.552	-30.218	-1013.513	Port 1: NDI 8700449  s/n:3532DC02	1028377243	1	OK	0.5842726	-0.6882142	-0.3181014	-0.2894791	96.034	151.936	-1093.247	0.1647471	4	OK	95.961	151.873	-1093.204	OK	133.741	175.142	-1127.077	OK	98.309	239.898	-1106.495	OK	69.555	191.117	-1076.629
2	Port 2: NDI 8700340  s/n:34802401	1028377246	1	OK	0.7032084	-0.0297143	-0.6853514	0.186838	38.7	50.673	-1055.019	0.2755716	4	OK	-115.191	21.959	-1028.204	OK	-163.865	11.202	-1024.567	OK	-218.026	23.726	-1029.606	OK	-241.238	-30.244	-1012.64	Port 1: NDI 8700449  s/n:3532DC02	1028377246	1	OK	0.5843802	-0.6883212	-0.3177834	-0.2893567	96.225	152.042	-1093.097	0.1721624	4	OK	96.153	151.978	-1093.038	OK	133.92	175.242	-1126.964	OK	98.519	240.001	-1106.326	OK	69.765	191.232	-1076.469
2	Port 2: NDI 8700340  s/n:34802401	1028377249	1	OK	0.7019389	-0.0305905	-0.6861344	0.1885884	38.255	52.392	-1055.261	0.262323	4	OK	-115.669	23.498	-1028.805	OK	-164.333	12.657	-1025.32	OK	-218.496	25.077	-1030.538	OK	-241.667	-28.881	-1013.456	Port 1: NDI 8700449  s/n:3532DC02	1028377249	1	OK	0.5843345	-0.6885599	-0.3176985	-0.2889745	96.295	152.102	-1093.069	0.1688482	4	OK	96.218	152.043	-1093.014	OK	133.965	175.295	-1126.973	OK	98.57	240.052	-1106.354	OK	69.839	191.29	-1076.432
2	Port 2: NDI 8700340  s/n:34802401	1028377252	1	OK	0.7010546	-0.024079	-0.6856817	0.1943791	36.879	56.757	-1056.055	0.273912	4	OK	-116.457	25.169	-1029.298	OK	-164.918	13.485	-1025.682	OK	-219.304	24.953	-1030.79	OK	-241.5	-29.402	-1013.715	Port 1: NDI 8700449  s/n:3532DC02	1028377252	1	OK	0.5843597	-0.6884636	-0.3177579	-0.2890874	96.243	152.062	-1093.121	0.1646753	4	OK	96.165	152.006	-1093.076	OK	133.922	175.261	-1127.005	OK	98.52	240.016	-1106.397	OK	69.778	191.243	-1076.473
