Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	Port 1: NDI 8700449  s/n:3532DC02	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz	State	Tx	Ty	Tz
2	Port 2: NDI 8700340  s/n:34802401	1028379079	1		0.6715721	-0.2016753	-0.7002671	0.1339551	10.983	58.988	-1081.261	0.1057423	4	OK	-146.284	80.184	-1074.386	OK	-195.99	84.329	-1077.543	OK	-242.992	110.504	-1092.029	Used OOV	-283.193	69.292	-1071.289	Port 1: NDI 8700449  s/n:3532DC02	1028379079	1	OK	0.5798032	-0.6985761	-0.3111142	-0.2811186	102.98	159.714	-1090.228	0.1716376	4	OK	102.9	159.652	-1090.165	OK	140.107	181.91	-1125.364	OK	105.722	247.376	-1105.24	OK	77.244	199.452	-1073.802
2	Port 2: NDI 8700340  s/n:34802401	1028379082	1		0.6699554	-0.2001725	-0.7020978	0.1347196	11.373	59.334	-1080.599	0.1054603	4	OK	-146.004	79.85	-1074.339	OK	-195.717	83.777	-1077.692	OK	-242.781	109.763	-1092.344	Used OOV	-282.888	68.368	-1071.801	Port 1: NDI 8700449  s/n:3532DC02	1028379082	1	OK	0.5795382	-0.6985351	-0.3120062	-0.2807781	102.712	159.678	-1090.422	0.1712171	4	OK	102.636	159.617	-1090.354	OK	139.826	181.893	-1125.555	OK	105.333	247.33	-1105.519	OK	76.905	199.393	-1074.066
2	Port 2: NDI 8700340  s/n:34802401	1028379085	1		0.6701875	-0.2008903	-0.7016029	0.1350743	11.43	59.44	-1080.532	0.1018265	4	OK	-145.926	80.088	-1074.157	OK	-195.639	84.056	-1077.462	OK	-242.698	110.055	-1092.117	Used OOV	-282.81	68.721	-1071.473	Port 1: NDI 8700449  s/n:3532DC02	1028379085	1	OK	0.5800491	-0.6981936	-0.310971	-0.2817195	102.768	159.538	-1090.32	0.175802	4	OK	102.685	159.471	-1090.25	OK	139.944	181.76	-1125.415	OK	105.571	247.223	-1105.223	OK	77.028	199.268	-1073.857
2	Port 2: NDI 8700340  s/n:34802401	1028379088	1		0.6713459	-0.1995422	-0.7004357	0.1373586	12.346	60.396	-1081.018	0.1047469	4	OK	-145.063	80.393	-1073.951	OK	-194.812	84.153	-1077.072	OK	-242.039	109.946	-1091.529	Used OOV	-281.886	68.454	-1070.645	Port 1: NDI 8700449  s/n:3532DC02	1028379088	1	OK	0.5799007	-0.6981392	-0.311676	-0.2813805	102.541	159.49	-1090.509	0.1748018	4	OK	102.467	159.429	-1090.451	OK	139.695	181.731	-1125.593	OK	105.229	247.157	-1105.472	OK	76.745	199.209	-1074.09
2	Port 2: NDI 8700340  s/n:34802401	1028379091	1		0.6715669	-0.2004155	-0.6998867	0.1378047	12.852	60.22	-1080.636	0.1040127	4	OK	-144.53	80.37	-1073.452	OK	-194.275	84.174	-1076.528	OK	-241.502	109.981	-1090.989	Used OOV	-281.367	68.563	-1069.989	Port 1: NDI 8700449  s/n:3532DC02	1028379091	1	OK	0.5798932	-0.6979988	-0.3117711	-0.2816385	102.439	159.44	-1090.554	0.1805271	4	OK	102.361	159.377	-1090.483	OK	139.615	181.688	-1125.619	OK	105.14	247.109	-1105.486	OK	76.643	199.156	-1074.153
2	Port 2: NDI 8700340  s/n:34802401	1028379094	1		0.6738666	-0.2024774	-0.6971039	0.1376695	13.512	60.036	-1080.471	0.1087425	4	OK	-143.723	80.966	-1072.338	OK	-193.467	84.999	-1075.12	OK	-240.657	110.989	-1089.33	Used OOV	-280.593	69.829	-1067.984	Port 1: NDI 8700449  s/n:3532DC02	1028379094	1	OK	0.5796759	-0.6980289	-0.3120436	-0.2817097	102.299	159.42	-1090.639	0.1745802	4	OK	102.216	159.355	-1090.566	OK	139.491	181.665	-1125.693	OK	105.002	247.092	-1105.618	OK	76.486	199.128	-1074.263
2	Port 2: NDI 8700340  s/n:34802401	1028379097	1		0.6763208	-0.2062043	-0.6935015	0.1382952	14.484	60.06	-1080.183	0.1070642	4	OK	-142.55	82.059	-1070.998	OK	-192.274	86.398	-1073.428	OK	-239.412	112.623	-1087.446	Used OOV	-279.451	71.835	-1065.551	Port 1: NDI 8700449  s/n:3532DC02	1028379097	1	OK	0.5797768	-0.6979049	-0.311806	-0.282072	102.345	159.4	-1090.6	0.1711373	4	OK	102.274	159.342	-1090.535	OK	139.55	181.637	-1125.625	OK	105.104	247.076	-1105.518	OK	76.55	199.118	-1074.207
2	Port 2: NDI 8700340  s/n:34802401	1028379100	1		0.6792519	-0.2082808	-0.6896041	0.1402931	15.91	60.543	-1080.113	0.1209199	4	OK	-140.977	83.008	-1069.532	OK	-190.71	87.464	-1071.549	OK	-237.895	113.714	-1085.216	Used OOV	-277.843	73.175	-1062.729	Port 1: NDI 8700449  s/n:3532DC02	1028379100	1	OK	0.579904	-0.6977473	-0.3116749	-0.2823452	102.33	159.36	-1090.6	0.1726463	4	OK	102.254	159.3	-1090.54	OK	139.556	181.604	-1125.601	OK	105.118	247.044	-1105.466	OK	76.547	199.079	-1074.183
2	Port 2: NDI 8700340  s/n:34802401	1028379103	1		0.6828689	-0.2098898	-0.6849736	0.1429948	16.782	61.242	-1080.323	0.1172368	4	OK	-139.93	84.003	-1067.998	OK	-189.678	88.531	-1069.443	OK	-236.998	114.767	-1082.695	Used OOV	-276.723	74.425	-1059.505	Port 1: NDI 8700449  s/n:3532DC02	1028379103	1	OK	0.5797565	-0.6978336	-0.3120454	-0.2820252	102.207	159.344	-1090.693	0.1686444	4	OK	102.133	159.285	-1090.637	OK	139.418	181.594	-1125.706	OK	104.935	247.018	-1105.628	OK	76.388	199.051	-1074.295
2	Port 2: NDI 8700340  s/n:34802401	1028379106	1		0.6862298	-0.2157132	-0.6794318	0.1446683	17.086	61.361	-1080.328	0.127551	4	OK	-139.274	85.663	-1066.477	OK	-188.98	90.627	-1067.458	OK	-236.213	117.154	-1080.424	Used OOV	-276.04	77.406	-1056.366	Port 1: NDI 8700449  s/n:3532DC02	1028379106	1	OK	0.5796038	-0.6979199	-0.312358	-0.2817796	102.182	159.359	-1090.719	0.1716626	4	OK	102.1	159.297	-1090.652	OK	139.384	181.612	-1125.751	OK	104.86	247.028	-1105.709	OK	76.342	199.057	-1074.357
2	Port 2: NDI 8700340  s/n:34802401	1028379109	1		0.68921	-0.2233586	-0.6738061	0.1452097	16.988	61.106	-1080.054	0.1303919	4	OK	-138.895	87.592	-1064.964	OK	-188.533	93.199	-1065.531	OK	-235.57	120.171	-1078.331	Used OOV	-275.666	81.238	-1053.434	Port 1: NDI 8700449  s/n:3532DC02	1028379109	1	OK	0.5796223	-0.6979561	-0.312169	-0.2818612	102.241	159.367	-1090.677	0.1706948	4	OK	102.162	159.302	-1090.606	OK	139.441	181.615	-1125.71	OK	104.952	247.036	-1105.653	OK	76.418	199.073	-1074.31
2	Port 2: NDI 8700340  s/n:34802401	1028379112	1		0.6912997	-0.2286792	-0.6696521	0.1462072	17.022	60.905	-1079.735	0.1491627	4	OK	-138.527	88.816	-1063.704	OK	-188.119	94.834	-1064.025	OK	-235.014	122.075	-1076.663	Used OOV	-275.246	83.697	-1051.12	Port 1: NDI 8700449  s/n:3532DC02	1028379112	1	OK	0.5796397	-0.6980248	-0.3118521	-0.2820061	102.436	159.411	-1090.55	0.1731179	4	OK	102.357	159.348	-1090.482	OK	139.643	181.64	-1125.584	OK	105.195	247.08	-1105.505	OK	76.648	199.135	-1074.173
2	Port 2: NDI 8700340  s/n:34802401	1028379115	1		0.6921132	-0.2326602	-0.6678685	0.1442231	16.521	59.501	-1078.859	0.1545763	4	OK	-138.747	88.88	-1062.682	OK	-188.277	95.352	-1062.954	OK	-234.936	122.972	-1075.596	Used OOV	-275.488	85.048	-1049.883	Port 1: NDI 8700449  s/n:3532DC02	1028379115	1	OK	0.579818	-0.6981457	-0.3112232	-0.282035	102.703	159.519	-1090.362	0.1816538	4	OK	102.623	159.45	-1090.28	OK	139.905	181.73	-1125.43	OK	105.525	247.194	-1105.269	OK	76.96	199.262	-1073.951
2	Port 2: NDI 8700340  s/n:34802401	1028379118	1		0.6936032	-0.2321823	-0.6662781	0.1451881	16.129	59.326	-1078.835	0.1439839	4	OK	-139.083	88.585	-1061.937	OK	-188.613	95.015	-1061.948	OK	-235.368	122.605	-1074.405	Used OOV	-275.757	84.646	-1048.477	Port 1: NDI 8700449  s/n:3532DC02	1028379118	1	OK	0.5799515	-0.6981883	-0.3108543	-0.282062	102.837	159.564	-1090.276	0.179067	4	OK	102.757	159.501	-1090.204	OK	140.038	181.766	-1125.354	OK	105.696	247.241	-1105.158	OK	77.118	199.312	-1073.826
2	Port 2: NDI 8700340  s/n:34802401	1028379121	1		0.6929799	-0.2359207	-0.6661371	0.1427646	15.488	57.671	-1078.176	0.1531513	4	OK	-139.524	88.242	-1061.774	OK	-189.013	95.086	-1061.977	OK	-235.487	123.027	-1074.603	Used OOV	-276.26	85.458	-1048.702	Port 1: NDI 8700449  s/n:3532DC02	1028379121	1	OK	0.5797705	-0.6982788	-0.3111313	-0.2819046	102.785	159.561	-1090.309	0.1682433	4	OK	102.705	159.498	-1090.249	OK	139.974	181.758	-1125.378	OK	105.612	247.239	-1105.254	OK	77.052	199.302	-1073.879
2	Port 2: NDI 8700340  s/n:34802401	1028379124	1		0.6930908	-0.233606	-0.6669033	0.1424549	15.153	57.628	-1078.414	0.1483332	4	OK	-139.959	87.678	-1061.965	OK	-189.464	94.362	-1062.139	OK	-236.014	122.218	-1074.69	Used OOV	-276.687	84.433	-1048.955	Port 1: NDI 8700449  s/n:3532DC02	1028379124	1	OK	0.5798282	-0.6982005	-0.3110954	-0.2820194	102.762	159.549	-1090.313	0.1763444	4	OK	102.679	159.482	-1090.237	OK	139.965	181.753	-1125.386	OK	105.601	247.23	-1105.227	OK	77.027	199.289	-1073.884
2	Port 2: NDI 8700340  s/n:34802401	1028379127	1		0.6925952	-0.232473	-0.6682288	0.1404938	14.625	56.919	-1078.568	0.143622	4	OK	-140.516	86.965	-1062.472	OK	-190.024	93.678	-1062.759	OK	-236.532	121.602	-1075.339	Used OOV	-277.294	83.733	-1049.9	Port 1: NDI 8700449  s/n:3532DC02	1028379127	1	OK	0.5799352	-0.6980601	-0.3108933	-0.2823697	102.745	159.475	-1090.315	0.1721609	4	OK	102.668	159.414	-1090.249	OK	139.965	181.683	-1125.357	OK	105.638	247.156	-1105.176	OK	77.025	199.22	-1073.861
2	Port 2: NDI 8700340  s/n:34802401	1028379130	1		0.6919618	-0.2312924	-0.6696714	0.1386825	13.944	56.124	-1078.923	0.1430581	4	OK	-141.246	86.117	-1063.229	OK	-190.754	92.835	-1063.637	OK	-237.212	120.818	-1076.271	Used OOV	-278.075	82.84	-1051.122	Port 1: NDI 8700449  s/n:3532DC02	1028379130	1	OK	0.5798509	-0.6982197	-0.3109933	-0.2820379	102.827	159.565	-1090.306	0.1788018	4	OK	102.745	159.503	-1090.23	OK	140.032	181.765	-1125.384	OK	105.677	247.242	-1105.211	OK	77.101	199.311	-1073.872
2	Port 2: NDI 8700340  s/n:34802401	1028379133	1		0.6908145	-0.2287936	-0.6718976	0.1377766	13.504	56.009	-1079.243	0.1318565	4	OK	-141.859	85.393	-1064.089	OK	-191.388	91.941	-1064.657	OK	-237.885	119.839	-1077.386	Used OOV	-278.711	81.586	-1052.588	Port 1: NDI 8700449  s/n:3532DC02	1028379133	1	OK	0.5799984	-0.698139	-0.3105778	-0.2823921	102.926	159.568	-1090.216	0.1711144	4	OK	102.847	159.51	-1090.154	OK	140.141	181.763	-1125.267	OK	105.852	247.25	-1105.062	OK	77.235	199.321	-1073.744
2	Port 2: NDI 8700340  s/n:34802401	1028379136	1		0.6891457	-0.2264822	-0.6746675	0.1364106	13.295	56.019	-1079.477	0.1294593	4	OK	-142.246	84.876	-1065.125	OK	-191.792	91.269	-1065.944	OK	-238.284	119.102	-1078.826	Used OOV	-279.148	80.606	-1054.469	Port 1: NDI 8700449  s/n:3532DC02	1028379136	1	OK	0.5798989	-0.69811	-0.3108192	-0.2824025	102.814	159.515	-1090.273	0.1715808	4	OK	102.732	159.451	-1090.201	OK	140.033	181.72	-1125.316	OK	105.724	247.196	-1105.138	OK	77.108	199.263	-1073.826
2	Port 2: NDI 8700340  s/n:34802401	1028379139	1		0.6871198	-0.2225127	-0.6782507	0.1353896	12.921	56.225	-1079.583	0.1273791	4	OK	-142.891	84.033	-1066.138	OK	-192.475	90.131	-1067.251	OK	-239.038	117.76	-1080.276	Used OOV	-279.835	78.857	-1056.479	Port 1: NDI 8700449  s/n:3532DC02	1028379139	1	OK	0.5801221	-0.6980134	-0.3104292	-0.2826116	102.85	159.499	-1090.236	0.1729823	4	OK	102.765	159.431	-1090.166	OK	140.08	181.71	-1125.275	OK	105.81	247.192	-1105.037	OK	77.166	199.25	-1073.744
2	Port 2: NDI 8700340  s/n:34802401	1028379142	1		0.6847334	-0.2182377	-0.6820746	0.1352284	12.521	56.261	-1079.664	0.121848	4	OK	-143.598	82.756	-1067.216	OK	-193.226	88.46	-1068.64	OK	-239.909	115.809	-1081.861	Used OOV	-280.567	76.437	-1058.601	Port 1: NDI 8700449  s/n:3532DC02	1028379142	1	OK	0.5800583	-0.6980099	-0.3106336	-0.2825266	102.803	159.522	-1090.256	0.1664976	4	OK	102.717	159.454	-1090.194	OK	140.026	181.736	-1125.285	OK	105.735	247.217	-1105.085	OK	77.108	199.263	-1073.775
2	Port 2: NDI 8700340  s/n:34802401	1028379145	1		0.6823653	-0.2155962	-0.6853131	0.1350623	12.007	56.38	-1079.662	0.1162791	4	OK	-144.335	81.98	-1068.222	OK	-193.981	87.424	-1069.955	OK	-240.728	114.571	-1083.421	Used OOV	-281.329	74.888	-1060.589	Port 1: NDI 8700449  s/n:3532DC02	1028379145	1	OK	0.5801448	-0.6981161	-0.310433	-0.2823071	102.935	159.601	-1090.191	0.1726585	4	OK	102.855	159.54	-1090.128	OK	140.142	181.807	-1125.252	OK	105.858	247.288	-1105.017	OK	77.247	199.351	-1073.695
2	Port 2: NDI 8700340  s/n:34802401	1028379148	1		0.6809297	-0.2145652	-0.6871851	0.1344367	11.737	56.264	-1079.839	0.1134562	4	OK	-144.707	81.565	-1069.055	OK	-194.351	86.925	-1070.985	OK	-241.074	114.028	-1084.62	Used OOV	-281.706	74.213	-1062.051	Port 1: NDI 8700449  s/n:3532DC02	1028379148	1	OK	0.5801316	-0.6982099	-0.3102609	-0.2822914	103.09	159.679	-1090.099	0.1721568	4	OK	103.01	159.616	-1090.033	OK	140.287	181.873	-1125.167	OK	106.032	247.365	-1104.926	OK	77.426	199.439	-1073.607
2	Port 2: NDI 8700340  s/n:34802401	1028379151	1		0.6820491	-0.2122717	-0.686779	0.1344783	11.255	56.218	-1081.009	0.1121535	4	OK	-145.225	81.05	-1069.709	OK	-194.893	86.286	-1071.493	OK	-241.729	113.311	-1084.905	Used OOV	-282.184	73.3	-1062.359	Port 1: NDI 8700449  s/n:3532DC02	1028379151	1	OK	0.5801197	-0.6984048	-0.3100725	-0.2820406	103.251	159.771	-1090.022	0.1748824	4	OK	103.169	159.705	-1089.954	OK	140.435	181.952	-1125.129	OK	106.193	247.455	-1104.878	OK	77.595	199.538	-1073.519
2	Port 2: NDI 8700340  s/n:34802401	1028379154	1		0.682346	-0.211297	-0.6869579	0.1335905	11.417	55.784	-1081.917	0.110882	4	OK	-145.069	80.571	-1070.552	OK	-194.728	85.8	-1072.296	OK	-241.574	112.845	-1085.642	Used OOV	-282.026	72.786	-1063.213	Port 1: NDI 8700449  s/n:3532DC02	1028379154	1	OK	0.5800122	-0.6986262	-0.3100716	-0.2817142	103.392	159.862	-1089.937	0.1719757	4	OK	103.307	159.795	-1089.87	OK	140.554	182.028	-1125.075	OK	106.312	247.542	-1104.852	OK	77.736	199.628	-1073.441
2	Port 2: NDI 8700340  s/n:34802401	1028379157	1		0.6849505	-0.208263	-0.685182	0.1341452	12.611	55.676	-1083.982	0.1120518	4	OK	-143.872	79.867	-1071.414	OK	-193.569	84.937	-1072.793	OK	-240.595	111.864	-1085.696	Used OOV	-280.75	71.577	-1063.144	Port 1: NDI 8700449  s/n:3532DC02	1028379157	1	OK	0.5799246	-0.6987749	-0.3100883	-0.2815071	103.543	159.961	-1089.851	0.167783	4	OK	103.462	159.898	-1089.789	OK	140.681	182.117	-1124.999	OK	106.448	247.63	-1104.804	OK	77.898	199.732	-1073.371
2	Port 2: NDI 8700340  s/n:34802401	1028379160	1		0.6838917	-0.2062592	-0.6869415	0.1336439	13.245	55.221	-1084.509	0.1090249	4	OK	-143.353	78.889	-1072.409	OK	-193.06	83.803	-1073.949	OK	-240.13	110.646	-1086.927	Used OOV	-280.234	70.148	-1064.652	Port 1: NDI 8700449  s/n:3532DC02	1028379160	1	OK	0.5798466	-0.6990627	-0.3100314	-0.2810158	103.702	160.055	-1089.766	0.1707027	4	OK	103.615	159.989	-1089.697	OK	140.813	182.195	-1124.97	OK	106.57	247.72	-1104.785	OK	78.056	199.827	-1073.288
2	Port 2: NDI 8700340  s/n:34802401	1028379163	1		0.6815772	-0.2034469	-0.6901393	0.1333026	13.498	55.363	-1084.251	0.1056777	4	OK	-143.307	78.15	-1073.163	OK	-193.02	82.8	-1074.971	OK	-240.145	109.442	-1088.203	Used OOV	-280.191	68.647	-1066.382	Port 1: NDI 8700449  s/n:3532DC02	1028379163	1	OK	0.580104	-0.6991248	-0.309465	-0.2809543	103.999	160.156	-1089.582	0.1760712	4	OK	103.915	160.095	-1089.514	OK	141.091	182.291	-1124.811	OK	106.902	247.817	-1104.547	OK	78.392	199.943	-1073.062
2	Port 2: NDI 8700340  s/n:34802401	1028379166	1		0.6806702	-0.203186	-0.6911696	0.1329967	13.424	55.35	-1084.373	0.1067227	4	OK	-143.424	78.035	-1073.683	OK	-193.142	82.654	-1075.653	OK	-240.24	109.286	-1088.975	Used OOV	-280.317	68.443	-1067.286	Port 1: NDI 8700449  s/n:3532DC02	1028379166	1	OK	0.5802938	-0.6989465	-0.3091336	-0.2813704	103.993	160.092	-1089.561	0.1753484	4	OK	103.914	160.036	-1089.498	OK	141.11	182.223	-1124.764	OK	106.961	247.768	-1104.444	OK	78.407	199.883	-1073.005
2	Port 2: NDI 8700340  s/n:34802401	1028379169	1		0.6803938	-0.2030354	-0.6914744	0.1330569	13.294	55.148	-1084.549	0.1045839	4	OK	-143.569	77.753	-1073.97	OK	-193.29	82.349	-1075.979	OK	-240.396	108.963	-1089.333	Used OOV	-280.464	68.094	-1067.675	Port 1: NDI 8700449  s/n:3532DC02	1028379169	1	OK	0.5799696	-0.6989965	-0.3098495	-0.2811272	103.766	159.987	-1089.705	0.1749751	4	OK	103.675	159.919	-1089.628	OK	140.883	182.136	-1124.911	OK	106.658	247.657	-1104.686	OK	78.13	199.759	-1073.212
2	Port 2: NDI 8700340  s/n:34802401	1028379172	1		0.6812317	-0.2019023	-0.6909965	0.1329766	12.773	54.648	-1085.225	0.1027231	4	OK	-144.097	77.07	-1074.288	OK	-193.82	81.617	-1076.156	OK	-240.98	108.213	-1089.388	Used OOV	-280.964	67.253	-1067.719	Port 1: NDI 8700449  s/n:3532DC02	1028379172	1	OK	0.5799675	-0.6986187	-0.3105335	-0.2813158	103.264	159.755	-1090.006	0.1681752	4	OK	103.182	159.695	-1089.945	OK	140.4	181.938	-1125.152	OK	106.089	247.429	-1104.972	OK	77.565	199.5	-1073.529
2	Port 2: NDI 8700340  s/n:34802401	1028379175	1		0.6816306	-0.2010971	-0.6908915	0.1326978	12.721	54.367	-1085.779	0.1033469	4	OK	-144.151	76.681	-1074.687	OK	-193.88	81.203	-1076.495	OK	-241.065	107.783	-1089.651	Used OOV	-281.01	66.776	-1068.023	Port 1: NDI 8700449  s/n:3532DC02	1028379175	1	OK	0.579668	-0.6986788	-0.3113499	-0.2808812	103.045	159.733	-1090.188	0.172906	4	OK	102.965	159.665	-1090.119	OK	140.161	181.929	-1125.344	OK	105.748	247.392	-1105.251	OK	77.287	199.469	-1073.787
2	Port 2: NDI 8700340  s/n:34802401	1028379178	1		0.6802723	-0.2042767	-0.6918666	0.1296962	12.589	52.973	-1085.238	0.1070223	4	OK	-144.159	76.508	-1074.972	OK	-193.846	81.408	-1077.071	OK	-240.752	108.338	-1090.46	Used OOV	-281.128	67.668	-1069.031	Port 1: NDI 8700449  s/n:3532DC02	1028379178	1	OK	0.5797126	-0.6988212	-0.3108507	-0.2809878	103.262	159.91	-1090.1	0.1747247	4	OK	103.184	159.851	-1090.038	OK	140.382	182.078	-1125.27	OK	106.032	247.56	-1105.142	OK	77.547	199.669	-1073.671
2	Port 2: NDI 8700340  s/n:34802401	1028379181	1		0.6799915	-0.2041661	-0.6920798	0.130205	13.194	53.037	-1084.989	0.1084087	4	OK	-143.586	76.421	-1074.803	OK	-193.276	81.269	-1076.936	OK	-240.197	108.149	-1090.359	Used OOV	-280.543	67.443	-1068.918	Port 1: NDI 8700449  s/n:3532DC02	1028379181	1	OK	0.5798364	-0.6987871	-0.3104489	-0.281261	103.388	159.961	-1089.986	0.1667082	4	OK	103.312	159.901	-1089.939	OK	140.519	182.118	-1125.136	OK	106.226	247.626	-1104.985	OK	77.706	199.727	-1073.516
2	Port 2: NDI 8700340  s/n:34802401	1028379184	1		0.677748	-0.2060142	-0.6938982	0.1293097	12.827	52.941	-1083.142	0.1070846	4	OK	-143.95	76.728	-1074.017	OK	-193.618	81.69	-1076.444	OK	-240.391	108.654	-1090.234	Used OOV	-280.979	68.099	-1068.991	Port 1: NDI 8700449  s/n:3532DC02	1028379184	1	OK	0.5798601	-0.6988541	-0.3101797	-0.2813427	103.457	159.932	-1089.916	0.1695338	4	OK	103.376	159.868	-1089.857	OK	140.588	182.083	-1125.076	OK	106.336	247.596	-1104.899	OK	77.805	199.706	-1073.444
2	Port 2: NDI 8700340  s/n:34802401	1028379187	1		0.67994	-0.2081335	-0.6909651	0.1301125	12.783	52.981	-1082.961	0.1059504	4	OK	-143.85	77.367	-1072.848	OK	-193.511	82.511	-1074.993	OK	-240.273	109.602	-1088.55	Used OOV	-280.848	69.254	-1066.865	Port 1: NDI 8700449  s/n:3532DC02	1028379187	1	OK	0.5799013	-0.6989448	-0.3103485	-0.2808459	103.438	160.035	-1089.993	0.1767149	4	OK	103.357	159.978	-1089.929	OK	140.542	182.196	-1125.197	OK	106.239	247.686	-1105.011	OK	77.753	199.8	-1073.521
2	Port 2: NDI 8700340  s/n:34802401	1028379190	1		0.6790944	-0.2097032	-0.6913635	0.1298916	12.393	52.952	-1081.695	0.1092552	4	OK	-144.205	77.684	-1071.982	OK	-193.853	82.934	-1074.245	OK	-240.532	110.075	-1087.957	Used OOV	-281.25	69.873	-1066.286	Port 1: NDI 8700449  s/n:3532DC02	1028379190	1	OK	0.5799413	-0.6990361	-0.3099145	-0.2810153	103.645	160.067	-1089.853	0.1688561	4	OK	103.56	160.006	-1089.793	OK	140.754	182.211	-1125.057	OK	106.52	247.732	-1104.856	OK	78	199.838	-1073.352
2	Port 2: NDI 8700340  s/n:34802401	1028379193	1		0.6777849	-0.210942	-0.6921158	0.1307165	11.992	53.23	-1080.533	0.108635	4	OK	-144.633	77.982	-1071.326	OK	-194.274	83.216	-1073.774	OK	-240.924	110.324	-1087.686	Used OOV	-281.69	70.178	-1065.997	Port 1: NDI 8700449  s/n:3532DC02	1028379193	1	OK	0.5800428	-0.6987196	-0.3099289	-0.2815766	103.559	160.008	-1089.876	0.164851	4	OK	103.486	159.946	-1089.827	OK	140.689	182.163	-1125.01	OK	106.475	247.68	-1104.797	OK	77.928	199.785	-1073.378
2	Port 2: NDI 8700340  s/n:34802401	1028379196	1		0.6786462	-0.2115888	-0.6909988	0.1311114	11.945	53.147	-1080.506	0.1096449	4	OK	-144.63	78.079	-1070.912	OK	-194.272	83.361	-1073.226	OK	-240.925	110.495	-1087.051	Used OOV	-281.678	70.427	-1065.2	Port 1: NDI 8700449  s/n:3532DC02	1028379196	1	OK	0.5798324	-0.6988632	-0.3103697	-0.2811678	103.439	159.998	-1089.983	0.1706985	4	OK	103.362	159.937	-1089.921	OK	140.558	182.153	-1125.152	OK	106.278	247.657	-1104.984	OK	77.765	199.767	-1073.524
2	Port 2: NDI 8700340  s/n:34802401	1028379199	1		0.6769289	-0.2107017	-0.692544	0.1332474	11.698	54.544	-1079.647	0.1127696	4	OK	-145.033	78.676	-1070.623	OK	-194.702	83.696	-1073.124	OK	-241.441	110.555	-1087.152	Used OOV	-282.062	70.318	-1065.353	Port 1: NDI 8700449  s/n:3532DC02	1028379199	1	OK	0.5797941	-0.6987265	-0.31069	-0.2812326	103.235	159.92	-1090.104	0.1726206	4	OK	103.158	159.859	-1090.044	OK	140.37	182.086	-1125.256	OK	106.042	247.583	-1105.106	OK	77.531	199.681	-1073.657
2	Port 2: NDI 8700340  s/n:34802401	1028379202	1		0.6770304	-0.2129603	-0.6917799	0.1331102	12.128	54.726	-1079.278	0.1150769	4	OK	-144.517	79.459	-1070.247	OK	-194.158	84.655	-1072.741	OK	-240.806	111.638	-1086.822	Used OOV	-281.564	71.62	-1064.882	Port 1: NDI 8700449  s/n:3532DC02	1028379202	1	OK	0.5798762	-0.6985723	-0.3107221	-0.2814111	103.104	159.817	-1090.169	0.1777703	4	OK	103.023	159.758	-1090.099	OK	140.259	181.999	-1125.312	OK	105.921	247.481	-1105.134	OK	77.389	199.57	-1073.715
2	Port 2: NDI 8700340  s/n:34802401	1028379205	1		0.6772309	-0.2126795	-0.6914046	0.134482	12.79	55.374	-1079.012	0.1112417	4	OK	-143.886	79.798	-1069.788	OK	-193.542	84.897	-1072.225	OK	-240.279	111.763	-1086.278	Used OOV	-280.913	71.693	-1064.217	Port 1: NDI 8700449  s/n:3532DC02	1028379205	1	OK	0.5796901	-0.6986497	-0.3112132	-0.2810593	102.958	159.791	-1090.287	0.1796138	4	OK	102.873	159.726	-1090.207	OK	140.101	181.984	-1125.45	OK	105.699	247.451	-1105.327	OK	77.201	199.529	-1073.872
2	Port 2: NDI 8700340  s/n:34802401	1028379208	1		0.6783097	-0.2125837	-0.6900851	0.135966	13.966	56.132	-1079.005	0.1198128	4	OK	-142.708	80.374	-1069.201	OK	-192.382	85.401	-1071.475	OK	-239.192	112.18	-1085.372	Used OOV	-279.699	72.099	-1063.079	Port 1: NDI 8700449  s/n:3532DC02	1028379208	1	OK	0.5799505	-0.698355	-0.3106636	-0.2818613	102.99	159.747	-1090.24	0.1764178	4	OK	102.916	159.685	-1090.171	OK	140.165	181.935	-1125.338	OK	105.852	247.419	-1105.14	OK	77.289	199.504	-1073.787
2	Port 2: NDI 8700340  s/n:34802401	1028379211	1		0.6800405	-0.2133707	-0.688092	0.1361882	14.051	56.231	-1078.917	0.1107052	4	OK	-142.517	80.816	-1068.38	OK	-192.19	85.94	-1070.366	OK	-239.024	112.803	-1084.097	Used OOV	-279.499	72.838	-1061.558	Port 1: NDI 8700449  s/n:3532DC02	1028379211	1	OK	0.57993	-0.6984881	-0.3103732	-0.2818936	103.169	159.793	-1090.118	0.1695223	4	OK	103.091	159.727	-1090.057	OK	140.343	181.965	-1125.221	OK	106.076	247.471	-1105.029	OK	77.496	199.558	-1073.645
